point_id,grid_x_km,grid_y_km,latitude_deg,longitude_deg,elevation_m,slope_deg,roughness_m,annual_illumination_pct,max_temp_k,min_temp_k,psr_flag,ice_prob,weh_wt_pct,radiation_msv_yr,shielding_factor,earth_vis_pct,suitability_score,zone_class
SP_GRID_072_018,-178.18,127.27,-82.7733,144.4623,895.1,0.52,0.43,55.6,201.7,144.5,0,0.0,0.13,324.9,0.223,55.3,53.37,Spaceport / Landing Pad
SP_GRID_072_019,-172.53,127.27,-82.9244,143.5836,867.7,0.5,0.36,55.3,201.5,144.3,0,0.0,0.15,324.2,0.226,55.0,53.31,Spaceport / Landing Pad
SP_GRID_072_020,-166.87,127.27,-83.0737,142.6668,835.8,1.56,0.38,54.5,200.9,143.6,0,0.0,0.08,322.4,0.233,54.7,52.69,Spaceport / Landing Pad
SP_GRID_072_021,-161.21,127.27,-83.2212,141.7098,806.8,0.5,0.39,54.8,201.1,143.8,0,0.0,0.18,322.4,0.233,54.4,53.17,Spaceport / Landing Pad
SP_GRID_072_022,-155.56,127.27,-83.3668,140.7106,792.9,0.9,0.21,54.5,200.8,143.6,0,0.0,0.16,321.7,0.236,54.3,52.97,Spaceport / Landing Pad
SP_GRID_072_023,-149.9,127.27,-83.5102,139.6669,874.9,4.2,0.4,53.6,200.2,142.9,0,0.0,0.24,321.3,0.238,55.1,49.99,Secondary Exploration Zone
SP_GRID_072_024,-144.24,127.27,-83.6513,138.5763,1355.2,5.49,0.69,57.5,203.1,146.0,0,0.0,0.11,334.1,0.186,59.7,49.13,Secondary Exploration Zone
SP_GRID_072_025,-138.59,127.27,-83.7901,137.4366,1953.4,5.49,0.51,63.0,207.3,150.4,0,0.0,0.32,343.4,0.148,65.4,50.87,Secondary Exploration Zone
SP_GRID_072_026,-132.93,127.27,-83.9263,136.2454,180.1,12.09,0.98,43.4,192.6,134.7,0,0.0,0.2,294.8,0.345,48.4,30.24,Secondary Exploration Zone
SP_GRID_072_027,-127.27,127.27,-84.0597,135.0,-471.8,5.96,0.74,40.3,190.2,132.2,0,0.0,0.24,291.1,0.36,42.2,43.56,Secondary Exploration Zone
SP_GRID_072_028,-121.62,127.27,-84.1902,133.698,-994.6,4.84,0.52,0.0,55.8,57.8,1,0.118,0.67,292.0,0.356,0.0,32.49,Secondary Exploration Zone
SP_GRID_072_029,-115.96,127.27,-84.3176,132.337,-1393.5,3.94,0.56,0.0,58.3,50.9,1,0.373,2.16,292.8,0.353,0.0,38.78,Secondary Exploration Zone
SP_GRID_072_030,-110.3,127.27,-84.4416,130.9144,-1675.8,2.31,0.54,0.0,79.0,48.4,1,0.582,3.18,294.1,0.348,0.0,44.57,ISRU Cryogenic Mining Outpost
SP_GRID_072_031,-104.65,127.27,-84.562,129.4278,-1850.3,2.67,0.38,0.0,98.6,67.9,1,0.743,4.19,293.8,0.349,0.0,47.5,ISRU Cryogenic Mining Outpost
SP_GRID_072_032,-98.99,127.27,-84.6786,127.875,-1926.7,1.7,0.28,0.0,77.6,69.0,1,0.858,4.78,294.6,0.346,0.0,50.51,ISRU Cryogenic Mining Outpost
SP_GRID_072_033,-93.33,127.27,-84.7912,126.2538,-1914.9,1.9,0.26,0.0,82.2,57.8,1,0.925,5.05,294.5,0.346,0.0,51.74,ISRU Cryogenic Mining Outpost
SP_GRID_072_034,-87.68,127.27,-84.8994,124.5625,-1824.3,1.64,0.25,0.0,90.5,41.9,1,0.946,5.2,294.7,0.345,0.0,52.31,ISRU Cryogenic Mining Outpost
SP_GRID_072_035,-82.02,127.27,-85.0029,122.7995,-1663.1,2.82,0.32,0.0,56.9,50.7,1,0.92,5.03,293.7,0.349,0.0,50.91,ISRU Cryogenic Mining Outpost
SP_GRID_072_036,-76.36,127.27,-85.1015,120.9638,-1437.7,2.67,0.31,0.0,93.8,52.4,1,0.847,4.46,293.8,0.349,0.0,49.58,ISRU Cryogenic Mining Outpost
SP_GRID_072_037,-70.71,127.27,-85.1949,119.0546,-1152.3,3.38,0.47,0.0,67.2,61.5,1,0.727,4.04,293.2,0.351,0.0,46.49,ISRU Cryogenic Mining Outpost
SP_GRID_072_038,-65.05,127.27,-85.2827,117.0721,-808.2,3.44,0.44,0.0,51.4,58.4,1,0.56,3.02,293.2,0.351,0.0,43.09,ISRU Cryogenic Mining Outpost
SP_GRID_072_039,-59.39,127.27,-85.3647,115.0169,-404.3,4.01,0.59,0.0,62.8,53.0,1,0.346,2.06,292.7,0.353,0.0,38.16,Secondary Exploration Zone
SP_GRID_072_040,-53.74,127.27,-85.4405,112.8906,63.3,5.35,0.74,0.0,56.0,58.8,1,0.086,0.5,297.0,0.336,0.0,30.88,Secondary Exploration Zone
SP_GRID_072_041,-48.08,127.27,-85.5098,110.6955,600.7,5.64,0.73,50.4,197.8,140.3,0,0.0,0.14,312.2,0.274,52.4,47.07,Secondary Exploration Zone
SP_GRID_072_042,-42.42,127.27,-85.5724,108.4349,1216.0,10.56,1.0,53.7,200.3,143.0,0,0.0,0.21,325.9,0.219,58.3,37.27,Secondary Exploration Zone
SP_GRID_072_043,-36.77,127.27,-85.6278,106.1134,2778.9,3.79,0.4,71.5,213.6,157.2,0,0.0,0.15,344.8,0.143,73.3,56.3,Secondary Exploration Zone
SP_GRID_072_044,-31.11,127.27,-85.6759,103.7363,1999.7,7.17,0.81,62.6,207.0,150.1,0,0.0,0.26,342.0,0.154,65.8,47.84,Secondary Exploration Zone
SP_GRID_072_045,-25.45,127.27,-85.7164,101.3099,1423.9,1.33,0.3,60.1,205.1,148.1,0,0.0,0.21,339.5,0.164,60.3,54.25,Spaceport / Landing Pad
SP_GRID_072_046,-19.8,127.27,-85.7491,98.8418,1711.8,22.77,1.72,52.5,199.4,142.0,0,0.0,0.34,329.1,0.206,63.1,23.22,Hazard / Exclusion Zone
SP_GRID_072_047,-14.14,127.27,-85.7737,96.3402,6090.4,15.58,1.44,93.5,230.1,174.8,0,0.0,0.16,335.1,0.182,99.0,37.74,Solar Power Array
SP_GRID_072_048,-8.48,127.27,-85.7903,93.8141,2233.4,14.5,1.22,61.3,206.0,149.0,0,0.0,0.27,335.9,0.178,68.1,27.62,Secondary Exploration Zone
SP_GRID_072_049,-2.83,127.27,-85.7985,91.273,3141.2,8.09,0.73,72.8,214.6,158.2,0,0.0,0.3,341.2,0.157,76.8,49.79,Secondary Exploration Zone
SP_GRID_072_050,2.83,127.27,-85.7985,88.727,3720.8,6.08,0.79,79.1,219.3,163.3,0,0.0,0.13,342.9,0.15,82.3,55.97,Secondary Exploration Zone
SP_GRID_072_051,8.48,127.27,-85.7903,86.1859,3970.4,3.85,0.64,82.5,221.9,166.0,0,0.0,0.28,344.7,0.143,84.7,60.36,Solar Power Array
SP_GRID_072_052,14.14,127.27,-85.7737,83.6598,3886.0,5.14,0.56,81.1,220.8,164.9,0,0.0,0.17,343.7,0.147,83.9,58.18,Solar Power Array
SP_GRID_072_053,19.8,127.27,-85.7491,81.1582,3461.7,7.56,0.74,76.0,217.0,160.8,0,0.0,0.09,341.7,0.155,79.8,52.09,Secondary Exploration Zone
SP_GRID_072_054,25.45,127.27,-85.7164,78.6901,2690.5,10.55,1.01,67.4,210.6,153.9,0,0.0,0.05,339.2,0.165,72.4,41.91,Secondary Exploration Zone
SP_GRID_072_055,31.11,127.27,-85.6759,76.2637,1564.9,7.8,0.87,58.3,203.7,146.6,0,0.0,0.27,338.2,0.169,61.7,45.07,Secondary Exploration Zone
SP_GRID_072_056,36.77,127.27,-85.6278,73.8866,3849.5,14.46,1.13,76.3,217.2,161.0,0,0.0,0.11,336.0,0.178,83.5,33.42,Secondary Exploration Zone
SP_GRID_072_057,42.42,127.27,-85.5724,71.5651,983.7,12.56,1.16,50.6,198.0,140.5,0,0.0,0.07,317.6,0.253,56.1,30.67,Secondary Exploration Zone
SP_GRID_072_058,48.08,127.27,-85.5098,69.3045,1384.0,1.65,0.5,59.6,204.7,147.7,0,0.0,0.2,338.1,0.17,59.9,53.94,Spaceport / Landing Pad
SP_GRID_072_059,53.74,127.27,-85.4405,67.1094,696.1,11.3,0.97,48.6,196.4,138.8,0,0.0,0.15,310.3,0.282,53.4,33.87,Secondary Exploration Zone
SP_GRID_072_060,59.39,127.27,-85.3647,64.9831,-310.0,10.31,1.09,39.7,189.8,131.8,0,0.0,0.26,287.5,0.374,43.7,34.12,Secondary Exploration Zone
SP_GRID_072_061,65.05,127.27,-85.2827,62.9279,-1171.5,8.05,0.95,0.0,101.2,47.4,1,0.093,0.57,289.4,0.367,0.0,26.22,Secondary Exploration Zone
SP_GRID_072_062,70.71,127.27,-85.1949,60.9454,-1885.3,6.69,0.65,0.0,65.5,40.0,1,0.41,2.22,290.5,0.362,0.0,35.31,ISRU Cryogenic Mining Outpost
SP_GRID_072_063,76.36,127.27,-85.1015,59.0362,-2445.8,5.51,0.71,0.0,101.9,68.5,1,0.647,3.54,291.5,0.358,0.0,42.07,ISRU Cryogenic Mining Outpost
SP_GRID_072_064,82.02,127.27,-85.0029,57.2005,-2846.0,3.28,0.4,0.0,100.2,67.7,1,0.802,4.38,293.3,0.351,0.0,48.1,ISRU Cryogenic Mining Outpost
SP_GRID_072_065,87.68,127.27,-84.8994,55.4375,-3078.1,1.47,0.42,0.0,82.9,38.0,1,0.876,4.85,294.8,0.345,0.0,51.01,ISRU Cryogenic Mining Outpost
SP_GRID_072_066,93.33,127.27,-84.7912,53.7462,-3133.4,1.42,0.44,0.0,40.6,64.0,1,0.869,4.74,294.9,0.345,0.0,50.89,ISRU Cryogenic Mining Outpost
SP_GRID_072_067,98.99,127.27,-84.6786,52.125,-3003.8,2.58,0.36,0.0,66.0,52.1,1,0.78,4.38,293.9,0.349,0.0,48.32,ISRU Cryogenic Mining Outpost
SP_GRID_072_068,104.65,127.27,-84.562,50.5722,-2682.2,4.53,0.63,0.0,99.2,62.1,1,0.611,3.29,292.3,0.355,0.0,42.78,ISRU Cryogenic Mining Outpost
SP_GRID_072_069,110.3,127.27,-84.4416,49.0856,-2163.0,6.11,0.77,0.0,97.5,40.3,1,0.36,2.1,291.0,0.36,0.0,35.32,Secondary Exploration Zone
SP_GRID_072_070,115.96,127.27,-84.3176,47.663,-1442.7,7.78,0.75,0.0,52.2,39.6,1,0.028,0.39,289.6,0.366,0.0,25.5,Secondary Exploration Zone
SP_GRID_072_071,121.62,127.27,-84.1902,46.302,-520.5,10.56,0.89,37.6,188.2,130.1,0,0.0,0.27,287.3,0.375,41.7,32.69,Secondary Exploration Zone
SP_GRID_072_072,127.27,127.27,-84.0597,45.0,602.1,10.07,0.83,48.3,196.2,138.6,0,0.0,0.35,308.6,0.289,52.5,37.15,Secondary Exploration Zone
SP_GRID_072_073,132.93,127.27,-83.9263,43.7546,1113.0,1.81,0.4,57.0,202.7,145.6,0,0.0,0.19,330.2,0.202,57.3,53.17,Spaceport / Landing Pad
SP_GRID_072_074,138.59,127.27,-83.7901,42.5634,965.1,1.25,0.48,55.9,201.9,144.7,0,0.0,0.16,326.4,0.217,55.9,53.2,Spaceport / Landing Pad
SP_GRID_072_075,144.24,127.27,-83.6513,41.4237,1144.6,1.87,0.48,57.2,202.9,145.8,0,0.0,0.31,331.0,0.198,57.6,53.2,Spaceport / Landing Pad
SP_GRID_072_076,149.9,127.27,-83.5102,40.3331,1351.2,1.87,0.36,59.2,204.4,147.3,0,0.0,0.1,337.0,0.174,59.6,53.7,Spaceport / Landing Pad
SP_GRID_072_077,155.56,127.27,-83.3668,39.2894,1555.0,2.19,0.41,60.9,205.7,148.7,0,0.0,0.06,342.6,0.151,61.6,53.92,Spaceport / Landing Pad
SP_GRID_072_078,161.21,127.27,-83.2212,38.2902,1745.7,1.99,0.32,62.8,207.1,150.2,0,0.0,0.18,346.3,0.137,63.4,54.62,Spaceport / Landing Pad
SP_GRID_072_079,166.87,127.27,-83.0737,37.3332,1913.7,2.03,0.29,64.3,208.2,151.4,0,0.0,0.12,346.2,0.137,65.0,55.17,Spaceport / Landing Pad
SP_GRID_072_080,172.53,127.27,-82.9244,36.4164,2051.0,1.02,0.32,66.1,209.5,152.8,0,0.0,0.17,347.0,0.133,66.3,56.33,Spaceport / Landing Pad
SP_GRID_072_081,178.18,127.27,-82.7733,35.5377,2151.6,1.44,0.34,66.8,210.1,153.4,0,0.0,0.35,346.7,0.135,67.3,56.44,Spaceport / Landing Pad
SP_GRID_072_082,183.84,127.27,-82.6206,34.6952,2212.0,1.21,0.34,67.5,210.6,154.0,0,0.0,0.15,346.9,0.134,67.9,56.79,Spaceport / Landing Pad
SP_GRID_072_083,189.49,127.27,-82.4664,33.887,2231.2,0.5,0.42,68.0,211.0,154.4,0,0.0,0.26,347.5,0.132,68.1,57.18,Spaceport / Landing Pad
SP_GRID_072_084,195.15,127.27,-82.3107,33.1113,2211.0,0.99,0.35,67.6,210.7,154.0,0,0.0,0.13,347.1,0.133,67.9,56.9,Spaceport / Landing Pad
SP_GRID_072_085,200.81,127.27,-82.1537,32.3666,2155.5,0.5,0.32,67.3,210.5,153.8,0,0.0,0.14,347.5,0.132,67.3,56.92,Spaceport / Landing Pad
SP_GRID_072_086,206.46,127.27,-81.9954,31.6513,2071.0,1.54,0.25,66.0,209.5,152.8,0,0.0,0.12,346.6,0.135,66.5,56.09,Spaceport / Landing Pad
SP_GRID_072_087,212.12,127.27,-81.8359,30.9638,1965.5,1.7,0.52,64.9,208.7,152.0,0,0.0,0.22,346.5,0.136,65.5,55.61,Spaceport / Landing Pad
SP_GRID_072_088,217.78,127.27,-81.6752,30.3027,1847.5,1.68,0.45,63.9,207.9,151.1,0,0.0,0.12,346.5,0.136,64.4,55.21,Spaceport / Landing Pad
SP_GRID_072_089,223.43,127.27,-81.5135,29.6667,1726.2,1.28,0.45,62.9,207.2,150.3,0,0.0,0.27,346.8,0.134,63.2,55.05,Spaceport / Landing Pad
SP_GRID_072_090,229.09,127.27,-81.3508,29.0546,1610.0,0.5,0.26,62.2,206.7,149.8,0,0.0,0.25,345.6,0.139,62.1,55.09,Spaceport / Landing Pad
SP_GRID_072_091,234.75,127.27,-81.1871,28.4652,1506.2,0.71,0.3,61.2,205.9,148.9,0,0.0,0.18,342.4,0.152,61.1,54.77,Spaceport / Landing Pad
SP_GRID_072_092,240.4,127.27,-81.0226,27.8973,1420.6,0.51,0.29,60.5,205.3,148.4,0,0.0,0.06,340.1,0.162,60.3,54.63,Spaceport / Landing Pad
SP_GRID_072_093,246.06,127.27,-80.8572,27.3499,1356.6,0.5,0.19,59.9,204.9,147.9,0,0.0,0.06,338.3,0.169,59.7,54.49,Spaceport / Landing Pad
SP_GRID_072_094,251.72,127.27,-80.691,26.822,1315.4,0.68,0.35,59.4,204.6,147.5,0,0.0,0.21,336.9,0.174,59.3,54.32,Spaceport / Landing Pad
SP_GRID_072_095,257.37,127.27,-80.524,26.3126,1295.9,0.58,0.41,59.3,204.5,147.4,0,0.0,0.3,336.4,0.176,59.1,54.31,Spaceport / Landing Pad
SP_GRID_072_096,263.03,127.27,-80.3563,25.821,1294.6,0.55,0.19,59.3,204.5,147.4,0,0.0,0.23,336.4,0.176,59.1,54.32,Spaceport / Landing Pad
SP_GRID_072_097,268.69,127.27,-80.1879,25.3462,1306.4,0.55,0.16,59.4,204.5,147.5,0,0.0,0.18,336.8,0.175,59.2,54.35,Spaceport / Landing Pad
SP_GRID_072_098,274.34,127.27,-80.0189,24.8874,1324.7,0.7,0.37,59.5,204.6,147.6,0,0.0,0.31,337.2,0.173,59.4,54.34,Spaceport / Landing Pad
SP_GRID_072_099,280.0,127.27,-80.0,24.444,1342.0,1.37,0.28,59.3,204.5,147.5,0,0.0,0.11,337.1,0.174,59.5,54.03,Spaceport / Landing Pad
SP_GRID_073_000,-280.0,132.93,-80.0,154.6041,881.8,1.58,0.4,54.9,201.2,144.0,0,0.0,0.16,323.7,0.228,55.1,52.78,Spaceport / Landing Pad
SP_GRID_073_001,-274.34,132.93,-80.0,154.1481,712.3,1.44,0.41,53.4,200.1,142.8,0,0.0,0.22,318.9,0.247,53.5,52.47,Spaceport / Landing Pad
SP_GRID_073_002,-268.69,132.93,-80.1066,153.6767,572.2,1.1,0.27,52.3,199.2,141.8,0,0.0,0.14,315.2,0.262,52.2,52.34,Spaceport / Landing Pad
SP_GRID_073_003,-263.03,132.93,-80.2735,153.189,466.7,1.02,0.42,51.4,198.5,141.1,0,0.0,0.35,312.2,0.275,51.2,52.13,Spaceport / Landing Pad
SP_GRID_073_004,-257.37,132.93,-80.4398,152.6844,398.2,0.72,0.32,50.9,198.2,140.7,0,0.0,0.19,310.5,0.282,50.5,52.11,Spaceport / Landing Pad
SP_GRID_073_005,-251.72,132.93,-80.6053,152.1619,366.6,0.5,0.4,50.7,198.0,140.6,0,0.0,0.07,309.7,0.284,50.2,52.11,Spaceport / Landing Pad
SP_GRID_073_006,-246.06,132.93,-80.7699,151.6208,369.4,0.99,0.4,50.5,197.9,140.4,0,0.0,0.1,309.4,0.286,50.2,51.91,Spaceport / Landing Pad
SP_GRID_073_007,-240.4,132.93,-80.9337,151.06,401.8,1.38,0.46,50.6,197.9,140.5,0,0.0,0.21,310.0,0.283,50.5,51.76,Spaceport / Landing Pad
SP_GRID_073_008,-234.75,132.93,-81.0967,150.4786,457.2,0.55,0.14,51.5,198.6,141.2,0,0.0,0.22,312.3,0.274,51.1,52.31,Spaceport / Landing Pad
SP_GRID_073_009,-229.09,132.93,-81.2586,149.8757,527.8,0.65,0.22,52.1,199.1,141.7,0,0.0,0.35,314.3,0.266,51.7,52.44,Spaceport / Landing Pad
SP_GRID_073_010,-223.43,132.93,-81.4196,149.25,605.3,0.83,0.19,52.7,199.6,142.2,0,0.0,0.23,316.3,0.258,52.5,52.56,Spaceport / Landing Pad
SP_GRID_073_011,-217.78,132.93,-81.5795,148.6005,681.6,0.58,0.27,53.6,200.2,142.9,0,0.0,0.25,318.7,0.248,53.2,52.84,Spaceport / Landing Pad
SP_GRID_073_012,-212.12,132.93,-81.7383,147.926,749.4,0.78,0.42,54.1,200.6,143.3,0,0.0,0.11,320.5,0.241,53.9,52.92,Spaceport / Landing Pad
SP_GRID_073_013,-206.46,132.93,-81.8958,147.2251,803.0,0.5,0.28,54.7,201.1,143.8,0,0.0,0.08,322.3,0.234,54.4,53.16,Spaceport / Landing Pad
SP_GRID_073_014,-200.81,132.93,-82.0522,146.4966,838.4,0.5,0.39,55.1,201.3,144.1,0,0.0,0.23,323.3,0.229,54.7,53.24,Spaceport / Landing Pad
SP_GRID_073_015,-195.15,132.93,-82.2071,145.7389,854.2,1.04,0.27,55.0,201.2,144.0,0,0.0,0.31,323.3,0.229,54.9,53.05,Spaceport / Landing Pad
SP_GRID_073_016,-189.49,132.93,-82.3607,144.9506,850.8,0.5,0.24,55.2,201.4,144.1,0,0.0,0.23,323.7,0.228,54.8,53.27,Spaceport / Landing Pad
SP_GRID_073_017,-183.84,132.93,-82.5128,144.1302,831.3,1.36,0.46,54.6,200.9,143.7,0,0.0,0.18,322.4,0.233,54.6,52.81,Spaceport / Landing Pad
SP_GRID_073_018,-178.18,132.93,-82.6632,143.2759,800.5,1.16,0.31,54.4,200.8,143.5,0,0.0,0.22,321.7,0.236,54.4,52.86,Spaceport / Landing Pad
SP_GRID_073_019,-172.53,132.93,-82.812,142.386,765.0,0.5,0.37,54.4,200.8,143.5,0,0.0,0.19,321.2,0.238,54.0,53.07,Spaceport / Landing Pad
SP_GRID_073_020,-166.87,132.93,-82.959,141.4588,732.1,1.3,0.26,53.7,200.3,143.0,0,0.0,0.09,319.6,0.245,53.7,52.61,Spaceport / Landing Pad
SP_GRID_073_021,-161.21,132.93,-83.104,140.4923,709.5,0.88,0.45,53.7,200.3,143.0,0,0.0,0.27,319.3,0.246,53.5,52.78,Spaceport / Landing Pad
SP_GRID_073_022,-155.56,132.93,-83.247,139.4846,707.9,0.71,0.32,53.8,200.3,143.0,0,0.0,0.21,319.4,0.245,53.5,52.85,Spaceport / Landing Pad
SP_GRID_073_023,-149.9,132.93,-83.3878,138.4336,794.7,2.97,0.54,53.5,200.1,142.8,0,0.0,0.17,320.0,0.243,54.3,51.34,Spaceport / Landing Pad
SP_GRID_073_024,-144.24,132.93,-83.5263,137.3373,1254.4,6.0,0.55,56.3,202.2,145.0,0,0.0,0.22,330.8,0.199,58.7,48.0,Secondary Exploration Zone
SP_GRID_073_025,-138.59,132.93,-83.6623,136.1935,1921.0,5.19,0.61,62.9,207.1,150.3,0,0.0,0.12,343.6,0.147,65.1,51.26,Secondary Exploration Zone
SP_GRID_073_026,-132.93,132.93,-83.7957,135.0,288.6,11.87,1.2,44.5,193.4,135.6,0,0.0,0.18,298.1,0.331,49.5,31.16,Secondary Exploration Zone
SP_GRID_073_027,-127.27,132.93,-83.9263,133.7546,-335.7,6.16,0.79,41.5,191.1,133.2,0,0.0,0.24,291.0,0.361,43.5,43.66,Secondary Exploration Zone
SP_GRID_073_028,-121.62,132.93,-84.0538,132.4552,-833.9,4.39,0.42,0.0,88.6,61.8,1,0.076,0.51,292.4,0.355,0.0,32.26,Secondary Exploration Zone
SP_GRID_073_029,-115.96,132.93,-84.1782,131.0995,-1213.0,3.85,0.46,0.0,41.3,44.4,1,0.331,2.0,292.9,0.353,0.0,38.05,Secondary Exploration Zone
SP_GRID_073_030,-110.3,132.93,-84.2992,129.6855,-1481.7,4.49,0.55,0.0,66.1,50.2,1,0.539,3.01,292.3,0.355,0.0,41.41,ISRU Cryogenic Mining Outpost
SP_GRID_073_031,-104.65,132.93,-84.4166,128.211,-1649.6,3.08,0.37,0.0,56.7,52.1,1,0.701,3.95,293.5,0.35,0.0,46.28,ISRU Cryogenic Mining Outpost
SP_GRID_073_032,-98.99,132.93,-84.5301,126.6743,-1726.8,3.43,0.56,0.0,81.5,45.5,1,0.815,4.54,293.2,0.351,0.0,48.21,ISRU Cryogenic Mining Outpost
SP_GRID_073_033,-93.33,132.93,-84.6395,125.0738,-1723.1,2.93,0.36,0.0,69.9,38.3,1,0.883,4.79,293.6,0.35,0.0,50.06,ISRU Cryogenic Mining Outpost
SP_GRID_073_034,-87.68,132.93,-84.7446,123.4078,-1647.2,2.53,0.38,0.0,102.7,39.4,1,0.904,4.81,293.9,0.348,0.0,50.84,ISRU Cryogenic Mining Outpost
SP_GRID_073_035,-82.02,132.93,-84.845,121.6755,-1505.9,2.73,0.49,0.0,54.2,41.3,1,0.878,4.84,293.8,0.349,0.0,50.14,ISRU Cryogenic Mining Outpost
SP_GRID_073_036,-76.36,132.93,-84.9405,119.876,-1304.1,2.88,0.45,0.0,78.2,42.1,1,0.805,4.36,293.6,0.35,0.0,48.54,ISRU Cryogenic Mining Outpost
SP_GRID_073_037,-70.71,132.93,-85.0309,118.0092,-1043.8,2.58,0.5,0.0,85.5,43.5,1,0.685,3.79,293.9,0.349,0.0,46.41,ISRU Cryogenic Mining Outpost
SP_GRID_073_038,-65.05,132.93,-85.1158,116.0754,-724.7,3.75,0.65,0.0,93.7,43.9,1,0.518,2.77,292.9,0.352,0.0,41.9,ISRU Cryogenic Mining Outpost
SP_GRID_073_039,-59.39,132.93,-85.1949,114.0755,-343.5,4.8,0.47,0.0,66.5,51.0,1,0.304,1.82,292.1,0.356,0.0,36.27,Secondary Exploration Zone
SP_GRID_073_040,-53.74,132.93,-85.268,112.0113,105.5,4.75,0.65,0.0,84.6,52.8,1,0.043,0.39,298.7,0.329,0.0,30.88,Secondary Exploration Zone
SP_GRID_073_041,-48.08,132.93,-85.3347,109.8852,629.7,5.93,0.58,50.5,197.9,140.4,0,0.0,0.15,312.8,0.272,52.7,46.63,Secondary Exploration Zone
SP_GRID_073_042,-42.42,132.93,-85.3949,107.7004,1238.3,10.62,0.97,53.9,200.4,143.1,0,0.0,0.34,326.5,0.217,58.5,37.15,Secondary Exploration Zone
SP_GRID_073_043,-36.77,132.93,-85.4482,105.4612,2676.3,3.16,0.33,70.8,213.1,156.7,0,0.0,0.18,345.3,0.141,72.3,56.71,Spaceport / Landing Pad
SP_GRID_073_044,-31.11,132.93,-85.4943,103.1726,1880.0,6.61,0.6,61.8,206.3,149.4,0,0.0,0.25,342.5,0.152,64.7,48.56,Secondary Exploration Zone
SP_GRID_073_045,-25.45,132.93,-85.5332,100.8403,1360.6,2.79,0.39,58.8,204.1,147.0,0,0.0,0.24,336.5,0.176,59.7,52.88,Spaceport / Landing Pad
SP_GRID_073_046,-19.8,132.93,-85.5645,98.4711,1260.6,15.02,1.25,52.0,199.0,141.6,0,0.0,0.08,323.5,0.229,58.8,22.88,Secondary Exploration Zone
SP_GRID_073_047,-14.14,132.93,-85.5881,96.0725,4414.2,20.96,1.84,78.4,218.8,162.7,0,0.0,0.27,330.6,0.2,89.0,32.8,Hazard / Exclusion Zone
SP_GRID_073_048,-8.48,132.93,-85.604,93.6522,1604.2,18.19,1.6,53.7,200.3,142.9,0,0.0,0.15,330.8,0.199,62.0,23.38,Secondary Exploration Zone
SP_GRID_073_049,-2.83,132.93,-85.6119,91.2189,2533.8,11.48,1.2,65.5,209.1,152.4,0,0.0,0.29,338.4,0.168,70.9,38.67,Secondary Exploration Zone
SP_GRID_073_050,2.83,132.93,-85.6119,88.7811,3132.8,8.41,0.87,72.5,214.4,158.0,0,0.0,0.23,341.0,0.158,76.7,49.0,Secondary Exploration Zone
SP_GRID_073_051,8.48,132.93,-85.604,86.3478,3397.4,7.62,0.71,75.4,216.5,160.3,0,0.0,0.15,341.6,0.155,79.2,51.73,Secondary Exploration Zone
SP_GRID_073_052,14.14,132.93,-85.5881,83.9275,3322.4,7.64,0.73,74.7,216.0,159.7,0,0.0,0.16,341.6,0.155,78.5,51.43,Secondary Exploration Zone
SP_GRID_073_053,19.8,132.93,-85.5645,81.5289,2901.1,10.0,0.9,69.6,212.2,155.7,0,0.0,0.27,339.7,0.163,74.5,44.17,Secondary Exploration Zone
SP_GRID_073_054,25.45,132.93,-85.5332,79.1597,2125.9,12.61,1.08,61.2,205.9,149.0,0,0.0,0.22,337.5,0.172,67.0,33.73,Secondary Exploration Zone
SP_GRID_073_055,31.11,132.93,-85.4943,76.8274,989.3,10.09,1.01,51.9,198.9,141.5,0,0.0,0.25,319.8,0.244,56.2,38.01,Secondary Exploration Zone
SP_GRID_073_056,36.77,132.93,-85.4482,74.5388,1964.6,13.98,1.24,59.0,204.3,147.2,0,0.0,0.1,336.4,0.177,65.5,28.54,Secondary Exploration Zone
SP_GRID_073_057,42.42,132.93,-85.3949,72.2996,952.3,3.68,0.47,54.6,200.9,143.7,0,0.0,0.29,324.0,0.227,55.8,50.88,Secondary Exploration Zone
SP_GRID_073_058,48.08,132.93,-85.3347,70.1148,1219.5,3.96,0.42,56.9,202.7,145.5,0,0.0,0.15,331.5,0.197,58.4,51.15,Secondary Exploration Zone
SP_GRID_073_059,53.74,132.93,-85.268,67.9887,1757.8,8.54,0.7,59.7,204.8,147.8,0,0.0,0.24,340.9,0.158,63.5,43.91,Secondary Exploration Zone
SP_GRID_073_060,59.39,132.93,-85.1949,65.9245,-69.7,13.53,1.11,40.4,190.3,132.3,0,0.0,0.08,286.4,0.379,46.0,24.91,Secondary Exploration Zone
SP_GRID_073_061,65.05,132.93,-85.1158,63.9246,-954.6,8.93,0.76,34.4,185.8,127.5,0,0.0,0.15,288.7,0.37,37.6,35.49,Secondary Exploration Zone
SP_GRID_073_062,70.71,132.93,-85.0309,61.9908,-1687.3,7.59,0.87,0.0,81.1,50.8,1,0.265,1.63,289.8,0.365,0.0,30.65,Secondary Exploration Zone
SP_GRID_073_063,76.36,132.93,-84.9405,60.124,-2260.8,5.43,0.51,0.0,45.9,64.5,1,0.502,2.74,291.6,0.358,0.0,39.29,ISRU Cryogenic Mining Outpost
