sample_id,latitude_deg,longitude_deg,lend_epithermal_cps,neutron_suppression_index,weh_wt_pct,weh_ppm,water_ice_probability,is_cold_trap
LEND_04007,-14.6471,28.1627,4.37,0.061,0.17,170,0.061,0
LEND_04008,28.7516,-0.6733,4.48,0.037,0.28,280,0.069,0
LEND_04009,-70.9311,28.6331,4.49,0.033,0.35,350,0.08,0
LEND_04010,-74.4524,-76.8022,4.68,0.0,0.22,220,0.04,0
LEND_04011,-17.2943,-47.8952,4.53,0.026,0.11,110,0.033,0
LEND_04012,31.5462,-149.7967,4.34,0.067,0.06,60,0.044,0
LEND_04013,-49.0503,-161.1805,4.62,0.007,0.33,330,0.064,0
LEND_04014,22.6407,-88.7554,4.53,0.025,0.19,190,0.047,0
LEND_04015,-38.4275,-153.2711,4.47,0.04,0.26,260,0.067,0
LEND_04016,61.7738,-142.6411,4.7,0.0,0.25,250,0.045,0
LEND_04017,63.3104,112.6542,4.38,0.059,0.32,320,0.088,0
LEND_04018,-32.434,-166.0055,4.76,0.0,0.13,130,0.024,0
LEND_04019,-43.201,57.2194,4.47,0.039,0.18,180,0.052,0
LEND_04020,-14.1914,-81.8792,4.53,0.026,0.32,320,0.071,0
LEND_04021,-41.5149,133.7564,4.76,0.0,0.23,230,0.042,0
LEND_04022,27.5814,-5.4028,4.68,0.0,0.07,70,0.013,0
LEND_04023,52.1703,-69.9925,4.34,0.067,0.11,110,0.054,0
LEND_04024,27.6947,6.35,4.59,0.013,0.12,120,0.028,0
LEND_04025,51.8961,-42.4951,4.46,0.042,0.35,350,0.085,0
LEND_04026,-16.4813,23.1484,4.55,0.021,0.12,120,0.032,0
LEND_04027,-54.9893,-138.7682,4.67,0.0,0.31,310,0.056,0
LEND_04028,38.0722,178.9166,4.55,0.022,0.07,70,0.024,0
LEND_04029,-22.3241,-26.7999,4.34,0.068,0.1,100,0.052,0
LEND_04030,27.4033,-54.637,4.56,0.018,0.31,310,0.066,0
LEND_04031,-36.697,75.6755,4.31,0.073,0.32,320,0.095,0
LEND_04032,-67.0033,-48.9962,4.47,0.038,0.1,100,0.037,0
LEND_04033,78.8131,119.9787,4.54,0.024,0.12,120,0.034,0
LEND_04034,-55.0078,-16.4625,4.62,0.006,0.21,210,0.041,0
LEND_04035,78.1474,79.041,4.55,0.021,0.07,70,0.023,0
LEND_04036,76.3648,-141.3168,4.38,0.059,0.33,330,0.089,0
LEND_04037,47.0109,124.6029,4.77,0.0,0.16,160,0.029,0
LEND_04038,25.5077,84.8585,4.63,0.005,0.2,200,0.039,0
LEND_04039,12.4491,-103.782,4.46,0.041,0.08,80,0.035,0
LEND_04040,58.5762,-127.697,4.78,0.0,0.06,60,0.011,0
LEND_04041,-33.6897,-66.1348,4.74,0.0,0.19,190,0.035,0
LEND_04042,-5.171,171.3854,4.37,0.06,0.09,90,0.046,0
LEND_04043,19.1024,-87.5406,4.63,0.005,0.24,240,0.046,0
LEND_04044,-14.2095,-15.7942,4.58,0.015,0.29,290,0.06,0
LEND_04045,-11.6022,-169.1927,4.4,0.055,0.06,60,0.038,0
LEND_04046,-27.1545,-36.9981,4.42,0.05,0.23,230,0.067,0
LEND_04047,10.2771,25.6752,4.58,0.015,0.29,290,0.06,0
LEND_04048,56.0919,163.1249,4.46,0.041,0.18,180,0.053,0
LEND_04049,-47.7555,6.025,4.72,0.0,0.34,340,0.062,0
LEND_04050,69.5093,114.8786,4.35,0.065,0.08,80,0.047,0
LEND_04051,30.254,16.966,4.76,0.0,0.15,150,0.027,0
LEND_04052,51.7237,-165.3174,4.72,0.0,0.12,120,0.022,0
LEND_04053,8.9905,-66.597,4.67,0.0,0.35,350,0.064,0
LEND_04054,44.7227,27.1978,4.43,0.047,0.14,140,0.049,0
LEND_04055,-77.4079,162.2138,4.66,0.0,0.17,170,0.031,0
LEND_04056,50.9409,129.2869,4.52,0.028,0.3,300,0.069,0
LEND_04057,-73.5778,-97.792,4.62,0.007,0.33,330,0.064,0
LEND_04058,62.3861,-100.7605,4.46,0.042,0.33,330,0.081,0
LEND_04059,78.714,-107.5777,4.72,0.0,0.22,220,0.04,0
LEND_04060,-32.9492,152.0996,4.32,0.071,0.25,250,0.081,0
LEND_04061,-46.349,126.9598,4.65,0.001,0.15,150,0.028,0
LEND_04062,42.4581,98.958,4.71,0.0,0.23,230,0.042,0
LEND_04063,-39.5158,-38.6154,4.62,0.006,0.14,140,0.028,0
LEND_04064,58.49,1.5771,4.4,0.055,0.27,270,0.076,0
LEND_04065,-63.5452,-12.8406,4.44,0.045,0.14,140,0.048,0
LEND_04066,-59.8472,-88.7767,4.56,0.02,0.31,310,0.066,0
LEND_04067,76.6642,1.8101,4.46,0.04,0.09,90,0.036,0
LEND_04068,27.8142,-169.0212,4.3,0.075,0.22,220,0.077,0
LEND_04069,55.502,-132.5483,4.32,0.071,0.21,210,0.074,0
LEND_04070,-28.1073,139.1723,4.68,0.0,0.13,130,0.024,0
LEND_04071,28.2374,90.6047,4.34,0.066,0.06,60,0.044,0
LEND_04072,15.0787,-27.7674,4.76,0.0,0.09,90,0.016,0
LEND_04073,16.504,6.1741,4.52,0.028,0.34,340,0.076,0
LEND_04074,29.2052,-46.8004,4.68,0.0,0.33,330,0.06,0
LEND_04075,12.0575,86.6808,4.36,0.062,0.09,90,0.047,0
LEND_04076,-11.35,102.3074,4.76,0.0,0.16,160,0.029,0
LEND_04077,-35.8524,94.7827,4.32,0.072,0.19,190,0.07,0
LEND_04078,42.973,80.1402,4.32,0.071,0.19,190,0.07,0
LEND_04079,-43.7964,-106.3784,4.33,0.069,0.14,140,0.06,0
LEND_04080,30.7767,-58.3308,4.35,0.064,0.32,320,0.09,0
LEND_04081,-42.6667,-10.8556,4.54,0.023,0.32,320,0.07,0
LEND_04082,20.0528,-60.9145,4.69,0.0,0.06,60,0.011,0
LEND_04083,39.5325,91.7785,4.44,0.045,0.25,250,0.068,0
LEND_04084,-45.0058,-61.4327,4.67,0.0,0.07,70,0.013,0
LEND_04085,-70.4091,-130.2364,4.69,0.0,0.23,230,0.042,0
LEND_04086,-59.0442,-36.3454,4.75,0.0,0.31,310,0.056,0
LEND_04087,16.9595,172.7692,4.37,0.059,0.24,240,0.073,0
LEND_04088,55.9114,-98.6827,4.37,0.061,0.19,190,0.065,0
LEND_04089,-72.8005,40.3771,4.36,0.062,0.34,340,0.093,0
LEND_04090,37.4642,-24.1297,4.48,0.037,0.27,270,0.067,0
LEND_04091,-25.389,-154.4312,4.54,0.023,0.12,120,0.033,0
LEND_04092,-3.4355,-4.3644,4.53,0.026,0.17,170,0.044,0
LEND_04093,68.6175,72.7792,4.43,0.048,0.28,280,0.075,0
LEND_04094,-26.8846,4.7592,4.61,0.008,0.06,60,0.015,0
LEND_04095,-5.5461,133.9582,4.47,0.039,0.07,70,0.032,0
LEND_04096,-77.8108,-75.9827,4.48,0.036,0.31,310,0.074,0
LEND_04097,-66.9442,-148.9503,4.35,0.064,0.06,60,0.043,0
LEND_04098,-38.6253,157.1636,4.6,0.012,0.25,250,0.051,0
LEND_04099,-75.5436,-43.8493,4.63,0.005,0.15,150,0.03,0
LEND_04100,21.0201,27.506,4.68,0.0,0.3,300,0.055,0
LEND_04101,-11.7763,105.1211,4.75,0.0,0.3,300,0.055,0
LEND_04102,7.7032,-63.2471,4.68,0.0,0.34,340,0.062,0
LEND_04103,-52.0565,77.8192,4.42,0.05,0.08,80,0.04,0
LEND_04104,-32.6509,-131.2492,4.42,0.05,0.18,180,0.058,0
LEND_04105,26.2119,-75.1343,4.76,0.0,0.22,220,0.04,0
LEND_04106,74.4484,-127.9042,4.7,0.0,0.32,320,0.058,0
LEND_04107,-71.9333,112.043,4.69,0.0,0.13,130,0.024,0
LEND_04108,62.4615,-99.8463,4.66,0.0,0.07,70,0.013,0
LEND_04109,12.301,78.2653,4.43,0.047,0.11,110,0.043,0
LEND_04110,10.2271,159.5874,4.72,0.0,0.2,200,0.036,0
LEND_04111,0.0446,9.998,4.37,0.06,0.25,250,0.075,0
LEND_04112,-68.8969,14.4105,4.48,0.038,0.26,260,0.066,0
LEND_04113,-65.6197,-14.0279,4.47,0.038,0.07,70,0.032,0
LEND_04114,16.1459,-62.6795,4.58,0.015,0.28,280,0.058,0
LEND_04115,-25.4466,-8.7642,4.53,0.025,0.25,250,0.058,0
LEND_04116,66.7629,37.0107,4.53,0.026,0.17,170,0.044,0
LEND_04117,-14.9455,174.957,4.58,0.016,0.22,220,0.048,0
LEND_04118,-57.075,157.5952,4.51,0.031,0.28,280,0.066,0
LEND_04119,34.355,130.3751,4.42,0.048,0.13,130,0.048,0
LEND_04120,-33.0635,140.087,4.63,0.004,0.33,330,0.062,0
LEND_04121,4.0752,-11.5743,4.7,0.0,0.09,90,0.016,0
LEND_04122,31.6532,56.68,4.54,0.024,0.32,320,0.07,0
LEND_04123,64.0423,142.224,4.62,0.005,0.27,270,0.052,0
LEND_04124,46.7506,-38.5377,4.57,0.018,0.25,250,0.054,0
LEND_04125,28.2178,166.2345,4.33,0.069,0.07,70,0.047,0
LEND_04126,28.7413,-30.317,4.51,0.03,0.33,330,0.075,0
LEND_04127,71.3479,36.3898,4.3,0.074,0.14,140,0.063,0
LEND_04128,-32.6681,75.5297,4.63,0.004,0.27,270,0.051,0
LEND_04129,-79.8221,162.2131,4.55,0.021,0.32,320,0.068,0
LEND_04130,-36.4873,-91.9381,4.36,0.062,0.12,120,0.053,0
LEND_04131,-45.1374,88.6072,4.57,0.017,0.32,320,0.067,0
LEND_04132,25.8935,7.4936,4.75,0.0,0.23,230,0.042,0
LEND_04133,21.3939,-83.3194,4.47,0.039,0.25,250,0.065,0
LEND_04134,14.9538,99.5785,4.79,0.0,0.32,320,0.058,0
LEND_04135,-77.401,18.8,4.78,0.0,0.21,210,0.038,0
LEND_04136,36.6045,57.9506,4.69,0.0,0.18,180,0.033,0
LEND_04137,-28.2351,-63.7556,4.71,0.0,0.24,240,0.044,0
LEND_04138,26.409,-6.7414,4.51,0.031,0.22,220,0.056,0
LEND_04139,9.0525,42.2475,4.5,0.032,0.07,70,0.029,0
LEND_04140,-25.1631,-34.2321,4.78,0.0,0.1,100,0.018,0
LEND_04141,-58.4678,-108.5859,4.48,0.036,0.05,50,0.027,0
LEND_04142,-64.893,166.1906,4.35,0.065,0.08,80,0.047,0
LEND_04143,53.0429,4.1283,4.38,0.059,0.27,270,0.079,0
LEND_04144,66.9436,84.2113,4.66,0.0,0.05,50,0.009,0
LEND_04145,23.9661,-32.023,4.49,0.034,0.14,140,0.042,0
LEND_04146,-63.4505,-52.1526,4.4,0.054,0.18,180,0.06,0
LEND_04147,-15.6756,-33.4209,4.71,0.0,0.33,330,0.06,0
LEND_04148,36.6303,-32.6892,4.54,0.023,0.15,150,0.039,0
LEND_04149,44.7713,15.9048,4.58,0.014,0.28,280,0.058,0
LEND_04150,-61.085,15.6492,4.38,0.059,0.17,170,0.06,0
LEND_04151,-79.9951,-1.0246,4.4,0.055,0.08,80,0.042,0
LEND_04152,33.9419,-131.4771,4.36,0.062,0.08,80,0.045,0
LEND_04153,-22.9446,-1.4128,4.56,0.02,0.18,180,0.043,0
LEND_04154,-39.283,-119.1226,4.69,0.0,0.07,70,0.013,0
LEND_04155,-77.9364,-134.5911,4.67,0.0,0.22,220,0.04,0
LEND_04156,6.4479,155.7525,4.43,0.047,0.2,200,0.06,0
LEND_04157,56.1841,37.782,4.73,0.0,0.26,260,0.047,0
LEND_04158,73.2211,57.4164,4.35,0.064,0.11,110,0.052,0
LEND_04159,10.5192,-35.3543,4.36,0.063,0.23,230,0.073,0
LEND_04160,2.3138,147.2331,4.72,0.0,0.1,100,0.018,0
LEND_04161,-66.391,49.655,4.42,0.049,0.27,270,0.074,0
LEND_04162,7.8196,96.9012,4.65,0.0,0.14,140,0.025,0
LEND_04163,-19.2033,-47.3175,4.3,0.074,0.23,230,0.079,0
LEND_04164,17.1416,165.6043,4.35,0.065,0.31,310,0.089,0
LEND_04165,-17.8038,115.3661,4.6,0.01,0.2,200,0.041,0
LEND_04166,-41.5521,127.4214,4.39,0.056,0.11,110,0.048,0
LEND_04167,-64.8056,-118.0101,4.31,0.072,0.32,320,0.094,0
LEND_04168,-29.613,-82.4532,4.53,0.025,0.16,160,0.042,0
LEND_04169,-64.5368,-77.1744,4.47,0.04,0.27,270,0.069,0
LEND_04170,-51.6965,-82.4727,4.7,0.0,0.15,150,0.027,0
LEND_04171,77.9738,127.9469,4.71,0.0,0.14,140,0.025,0
LEND_04172,-8.9434,-168.5215,4.61,0.009,0.24,240,0.048,0
LEND_04173,5.0995,-152.604,4.45,0.044,0.1,100,0.04,0
LEND_04174,59.779,-81.3906,4.53,0.026,0.31,310,0.069,0
LEND_04175,79.291,-108.0457,4.65,0.0,0.17,170,0.031,0
LEND_04176,13.2343,-96.5305,4.33,0.068,0.06,60,0.045,0
LEND_04177,49.9958,107.2595,4.47,0.04,0.14,140,0.045,0
LEND_04178,-27.6894,22.7256,4.71,0.0,0.29,290,0.053,0
LEND_04179,-31.081,-177.9226,4.5,0.032,0.31,310,0.072,0
LEND_04180,-15.5674,-25.4438,4.61,0.008,0.22,220,0.044,0
LEND_04181,27.6012,-33.1614,4.35,0.065,0.14,140,0.058,0
LEND_04182,29.1507,-138.9797,4.69,0.0,0.21,210,0.038,0
LEND_04183,-29.5617,63.411,4.35,0.064,0.3,300,0.087,0
LEND_04184,-58.6864,72.755,4.73,0.0,0.14,140,0.025,0
LEND_04185,21.1834,79.5216,4.35,0.064,0.17,170,0.063,0
LEND_04186,-59.4679,82.2495,4.75,0.0,0.21,210,0.038,0
LEND_04187,12.5588,-179.981,4.48,0.036,0.32,320,0.076,0
LEND_04188,30.9475,163.4115,4.61,0.008,0.22,220,0.044,0
LEND_04189,32.0978,113.1152,4.72,0.0,0.11,110,0.02,0
LEND_04190,40.5555,145.4334,4.31,0.074,0.08,80,0.052,0
LEND_04191,59.6575,-174.3684,4.43,0.047,0.08,80,0.038,0
LEND_04192,-0.0066,156.1892,4.75,0.0,0.34,340,0.062,0
LEND_04193,36.8399,111.5239,4.49,0.034,0.3,300,0.071,0
LEND_04194,19.0676,121.3989,4.65,0.0,0.28,280,0.051,0
LEND_04195,-50.1376,-146.4165,4.37,0.06,0.2,200,0.066,0
LEND_04196,-75.8897,85.9601,4.64,0.002,0.25,250,0.047,0
LEND_04197,-34.4734,165.57,4.34,0.067,0.09,90,0.05,0
LEND_04198,-9.1146,64.277,4.66,0.0,0.24,240,0.044,0
LEND_04199,18.737,25.4021,4.46,0.04,0.29,290,0.073,0
LEND_04200,55.9935,160.4267,4.53,0.025,0.07,70,0.025,0
LEND_04201,-48.6007,-20.5426,4.38,0.057,0.14,140,0.054,0
LEND_04202,-59.912,35.7457,4.61,0.008,0.08,80,0.018,0
LEND_04203,74.1568,-8.5182,4.47,0.039,0.13,130,0.043,0
LEND_04204,-62.7129,155.8246,4.49,0.034,0.28,280,0.068,0
LEND_04205,-3.4414,-152.6095,4.63,0.005,0.15,150,0.03,0
LEND_04206,13.6902,0.4031,4.39,0.056,0.26,260,0.075,0
LEND_04207,6.6199,67.3029,4.73,0.0,0.28,280,0.051,0
LEND_04208,-66.2349,105.0864,4.67,0.0,0.29,290,0.053,0
LEND_04209,-70.8757,29.8867,4.59,0.013,0.31,310,0.063,0
LEND_04210,-63.1227,147.2104,4.36,0.061,0.23,230,0.073,0
LEND_04211,13.694,159.1169,4.64,0.001,0.13,130,0.024,0
LEND_04212,7.0952,-156.8451,4.31,0.073,0.1,100,0.055,0
LEND_04213,-42.6015,-35.1466,4.7,0.0,0.2,200,0.036,0
LEND_04214,22.0439,-171.5548,4.45,0.043,0.08,80,0.036,0
LEND_04215,51.2108,-61.41,4.36,0.063,0.32,320,0.09,0
LEND_04216,-73.3474,13.2726,4.38,0.058,0.18,180,0.062,0
LEND_04217,-0.2992,147.8862,4.78,0.0,0.31,310,0.056,0
LEND_04218,30.2897,124.7596,4.69,0.0,0.26,260,0.047,0
LEND_04219,-39.6301,-134.1001,4.42,0.05,0.31,310,0.081,0
LEND_04220,-30.7567,-146.5091,4.78,0.0,0.32,320,0.058,0
LEND_04221,18.1821,32.1362,4.37,0.06,0.07,70,0.043,0
LEND_04222,63.6696,11.5625,4.67,0.0,0.27,270,0.049,0
LEND_04223,49.5879,-84.104,4.63,0.005,0.12,120,0.024,0
LEND_04224,13.3008,143.8031,4.71,0.0,0.35,350,0.064,0
LEND_04225,36.8355,153.8519,4.49,0.034,0.28,280,0.068,0
LEND_04226,-21.6284,-35.0599,4.5,0.032,0.05,50,0.025,0
LEND_04227,22.5545,140.5089,4.61,0.008,0.33,330,0.064,0
LEND_04228,-5.4109,-41.7784,4.5,0.032,0.14,140,0.042,0
LEND_04229,-49.6102,85.2541,4.32,0.071,0.17,170,0.066,0
LEND_04230,32.2781,-8.6608,4.66,0.0,0.23,230,0.042,0
LEND_04231,9.0343,-135.8701,4.62,0.006,0.32,320,0.061,0
LEND_04232,-22.6205,154.0563,4.51,0.03,0.33,330,0.075,0
LEND_04233,65.8143,-16.5252,4.45,0.043,0.22,220,0.061,0
LEND_04234,-76.6505,84.4153,4.46,0.041,0.15,150,0.048,0
LEND_04235,-29.4763,-47.8174,4.67,0.0,0.13,130,0.024,0
LEND_04236,-70.899,-173.2029,4.66,0.0,0.16,160,0.029,0
LEND_04237,42.6444,-143.8091,4.71,0.0,0.1,100,0.018,0
LEND_04238,32.3372,-1.361,4.68,0.0,0.25,250,0.045,0
LEND_04239,-26.9836,68.3872,4.68,0.0,0.21,210,0.038,0
LEND_04240,28.1061,-59.4953,4.43,0.048,0.28,280,0.075,0
LEND_04241,-16.65,70.3758,4.35,0.064,0.08,80,0.047,0
LEND_04242,41.0006,71.5088,4.68,0.0,0.17,170,0.031,0
LEND_04243,-7.3306,73.4169,4.35,0.065,0.12,120,0.054,0
LEND_04244,-14.0352,-2.6921,4.79,0.0,0.21,210,0.038,0
LEND_04245,69.5568,149.359,4.74,0.0,0.19,190,0.035,0
LEND_04246,-39.8593,-3.8893,4.57,0.018,0.18,180,0.042,0
LEND_04247,-60.7284,-17.9045,4.48,0.037,0.14,140,0.044,0
LEND_04248,13.5269,-108.2229,4.56,0.019,0.27,270,0.058,0
LEND_04249,75.0915,-69.2442,4.67,0.0,0.19,190,0.035,0
LEND_04250,-19.5457,-164.7596,4.68,0.0,0.11,110,0.02,0
LEND_04251,-70.0741,48.0727,4.34,0.067,0.21,210,0.072,0
LEND_04252,-25.7112,-90.5271,4.7,0.0,0.23,230,0.042,0
LEND_04253,0.9491,-70.5041,4.62,0.006,0.06,60,0.014,0
LEND_04254,-54.0923,97.4932,4.32,0.071,0.11,110,0.055,0
LEND_04255,25.2964,-62.2004,4.46,0.042,0.12,120,0.043,0
LEND_04256,79.6399,-92.8095,4.56,0.02,0.12,120,0.032,0
LEND_04257,-7.7217,-119.1392,4.39,0.055,0.12,120,0.049,0
LEND_04258,-23.2434,98.949,4.38,0.059,0.13,130,0.053,0
LEND_04259,-15.8873,-133.3057,4.31,0.074,0.13,130,0.061,0
LEND_04260,-61.5766,-16.6486,4.76,0.0,0.32,320,0.058,0
LEND_04261,61.3238,2.4948,4.33,0.069,0.15,150,0.062,0
LEND_04262,-13.6279,67.4604,4.48,0.036,0.15,150,0.045,0
LEND_04263,-18.0361,47.9821,4.4,0.053,0.13,130,0.05,0
LEND_04264,25.5504,111.8594,4.67,0.0,0.34,340,0.062,0
LEND_04265,-9.2747,-163.8895,4.65,0.0,0.21,210,0.038,0
LEND_04266,23.7174,-73.2813,4.7,0.0,0.23,230,0.042,0
LEND_04267,-70.1686,-79.1517,4.61,0.009,0.27,270,0.054,0
LEND_04268,50.1957,-127.4339,4.6,0.012,0.15,150,0.033,0
LEND_04269,70.4806,-75.8958,4.5,0.031,0.34,340,0.078,0
LEND_04270,23.8025,-68.4845,4.62,0.007,0.1,100,0.022,0
LEND_04271,72.7305,7.8784,4.36,0.063,0.19,190,0.066,0
LEND_04272,-55.7708,58.9336,4.64,0.002,0.09,90,0.017,0
LEND_04273,-3.6134,-42.8038,4.35,0.064,0.29,290,0.085,0
LEND_04274,16.2891,79.0093,4.73,0.0,0.08,80,0.015,0
LEND_04275,13.0779,-58.9805,4.55,0.021,0.22,220,0.05,0
LEND_04276,-15.7661,-75.4979,4.57,0.018,0.08,80,0.024,0
LEND_04277,-25.9065,14.8277,4.59,0.012,0.19,190,0.041,0
LEND_04278,-59.7082,-171.4621,4.69,0.0,0.13,130,0.024,0
LEND_04279,-17.3212,-151.2759,4.54,0.024,0.32,320,0.07,0
LEND_04280,-53.9743,-29.531,4.51,0.029,0.07,70,0.027,0
LEND_04281,37.4985,159.4486,4.44,0.044,0.24,240,0.066,0
LEND_04282,-46.5871,79.7442,4.36,0.062,0.26,260,0.078,0
LEND_04283,-70.6296,-148.2744,4.4,0.055,0.32,320,0.086,0
LEND_04284,8.3786,124.6745,4.3,0.075,0.31,310,0.094,0
LEND_04285,15.2368,83.6283,4.73,0.0,0.34,340,0.062,0
LEND_04286,59.5061,39.9407,4.68,0.0,0.13,130,0.024,0
LEND_04287,12.3171,115.3055,4.41,0.052,0.13,130,0.05,0
LEND_04288,-24.7231,-34.5205,4.3,0.075,0.17,170,0.068,0
LEND_04289,48.4819,-100.2596,4.55,0.022,0.21,210,0.049,0
LEND_04290,6.4446,4.3284,4.51,0.031,0.16,160,0.045,0
LEND_04291,-67.3152,17.583,4.69,0.0,0.27,270,0.049,0
LEND_04292,10.5361,13.7975,4.5,0.032,0.05,50,0.025,0
LEND_04293,65.283,23.4266,4.73,0.0,0.06,60,0.011,0
LEND_04294,-16.59,161.5338,4.35,0.065,0.26,260,0.08,0
LEND_04295,-32.5879,144.8084,4.48,0.036,0.31,310,0.074,0
LEND_04296,-57.0449,135.2581,4.77,0.0,0.28,280,0.051,0
LEND_04297,-55.7687,108.5101,4.31,0.074,0.09,90,0.053,0
LEND_04298,-10.7566,159.6341,4.5,0.033,0.33,330,0.077,0
LEND_04299,15.3088,-144.5419,4.43,0.047,0.21,210,0.062,0
LEND_04300,-67.1015,-84.5556,4.57,0.018,0.27,270,0.058,0
LEND_04301,70.331,-1.7799,4.44,0.045,0.11,110,0.043,0
LEND_04302,40.8214,124.7524,4.73,0.0,0.21,210,0.038,0
LEND_04303,13.8598,1.8597,4.77,0.0,0.15,150,0.027,0
LEND_04304,52.5502,89.2925,4.72,0.0,0.34,340,0.062,0
LEND_04305,-67.1701,-129.9744,4.5,0.032,0.19,190,0.051,0
LEND_04306,-3.7058,-89.131,4.79,0.0,0.28,280,0.051,0
LEND_04307,20.8149,83.4394,4.67,0.0,0.23,230,0.042,0
LEND_04308,52.5845,-120.6958,4.48,0.037,0.08,80,0.033,0
LEND_04309,45.3551,-53.5119,4.35,0.065,0.21,210,0.071,0
LEND_04310,-35.6689,-84.6481,4.63,0.004,0.21,210,0.04,0
LEND_04311,70.5408,-54.0498,4.66,0.0,0.26,260,0.047,0
LEND_04312,-60.1047,74.9967,4.36,0.062,0.15,150,0.058,0
LEND_04313,60.0214,-47.575,4.57,0.016,0.31,310,0.064,0
LEND_04314,75.3504,19.8948,4.79,0.0,0.24,240,0.044,0
LEND_04315,-51.6554,-144.0245,4.46,0.04,0.06,60,0.031,0
LEND_04316,35.5306,109.8064,4.45,0.043,0.26,260,0.069,0
LEND_04317,-73.5543,-46.8401,4.75,0.0,0.32,320,0.058,0
LEND_04318,-15.1323,53.4723,4.36,0.063,0.25,250,0.077,0
LEND_04319,2.6053,81.1403,4.77,0.0,0.16,160,0.029,0
LEND_04320,12.9032,-104.5221,4.69,0.0,0.23,230,0.042,0
LEND_04321,69.75,138.483,4.5,0.033,0.1,100,0.035,0
LEND_04322,27.5601,41.8407,4.34,0.066,0.23,230,0.075,0
LEND_04323,-2.9955,-25.6589,4.31,0.073,0.2,200,0.073,0
LEND_04324,49.548,-114.3593,4.49,0.035,0.06,60,0.028,0
LEND_04325,72.0853,159.2283,4.65,0.0,0.15,150,0.027,0
LEND_04326,-76.4694,91.8246,4.54,0.023,0.11,110,0.031,0
LEND_04327,77.2034,-105.1112,4.67,0.0,0.17,170,0.031,0
LEND_04328,-66.2189,-58.4241,4.64,0.003,0.12,120,0.023,0
LEND_04329,50.3019,111.4827,4.59,0.014,0.3,300,0.061,0
LEND_04330,-35.1464,70.444,4.78,0.0,0.26,260,0.047,0
LEND_04331,-58.8513,95.6823,4.66,0.0,0.27,270,0.049,0
LEND_04332,-9.6231,-21.1676,4.76,0.0,0.16,160,0.029,0
LEND_04333,23.0331,77.9315,4.42,0.049,0.05,50,0.034,0
LEND_04334,-19.0477,-40.8623,4.66,0.0,0.12,120,0.022,0
LEND_04335,-71.2695,-103.9453,4.6,0.011,0.28,280,0.056,0
LEND_04336,15.9138,47.7637,4.76,0.0,0.23,230,0.042,0
LEND_04337,64.3845,171.365,4.56,0.02,0.21,210,0.048,0
LEND_04338,-18.6855,-68.1837,4.44,0.045,0.13,130,0.046,0
LEND_04339,-45.3868,-14.0509,4.49,0.034,0.07,70,0.03,0
LEND_04340,-9.1876,62.6405,4.41,0.052,0.29,290,0.079,0
LEND_04341,-72.262,14.9423,4.41,0.052,0.06,60,0.037,0
LEND_04342,51.278,123.634,4.54,0.025,0.07,70,0.025,0
LEND_04343,52.2145,94.2274,4.75,0.0,0.14,140,0.025,0
LEND_04344,14.0801,-159.013,4.4,0.055,0.22,220,0.067,0
LEND_04345,-23.5035,179.4316,4.44,0.044,0.35,350,0.086,0
LEND_04346,47.9653,90.8649,4.73,0.0,0.08,80,0.015,0
LEND_04347,8.7499,131.0052,4.47,0.039,0.19,190,0.054,0
LEND_04348,52.1492,54.4312,4.78,0.0,0.23,230,0.042,0
LEND_04349,21.0334,128.2626,4.43,0.046,0.3,300,0.078,0
LEND_04350,45.5049,-139.5421,4.52,0.028,0.26,260,0.061,0
LEND_04351,15.7701,-54.8144,4.35,0.065,0.29,290,0.085,0
LEND_04352,-13.7374,135.5115,4.8,0.0,0.21,210,0.038,0
LEND_04353,73.2713,-107.4041,4.75,0.0,0.18,180,0.033,0
LEND_04354,6.5782,-151.8328,4.71,0.0,0.24,240,0.044,0
LEND_04355,16.8143,103.7228,4.38,0.058,0.32,320,0.087,0
LEND_04356,-44.722,120.775,4.78,0.0,0.22,220,0.04,0
LEND_04357,20.1041,-121.4452,4.76,0.0,0.23,230,0.042,0
LEND_04358,11.4572,127.5646,4.52,0.028,0.15,150,0.041,0
LEND_04359,-50.4259,67.2364,4.64,0.002,0.23,230,0.043,0
LEND_04360,-70.4661,7.2298,4.8,0.0,0.24,240,0.044,0
LEND_04361,16.6975,118.8901,4.5,0.031,0.28,280,0.067,0
LEND_04362,42.1908,-29.0703,4.36,0.063,0.22,220,0.072,0
LEND_04363,3.7442,-110.1622,4.73,0.0,0.11,110,0.02,0
LEND_04364,-43.7164,-77.453,4.54,0.024,0.22,220,0.052,0
LEND_04365,26.6435,1.859,4.79,0.0,0.14,140,0.025,0
LEND_04366,-67.1831,11.2791,4.58,0.016,0.08,80,0.023,0
LEND_04367,-9.3066,110.0091,4.31,0.072,0.3,300,0.091,0
LEND_04368,-53.8613,104.887,4.55,0.022,0.07,70,0.024,0
LEND_04369,-50.4866,29.292,4.66,0.0,0.24,240,0.044,0
LEND_04370,-47.633,101.0828,4.31,0.072,0.35,350,0.1,0
LEND_04371,-18.1269,-110.9616,4.51,0.031,0.08,80,0.03,0
LEND_04372,-71.816,-161.9768,4.38,0.059,0.12,120,0.051,0
LEND_04373,-16.353,134.5082,4.62,0.006,0.28,280,0.054,0
LEND_04374,1.8732,-152.8004,4.78,0.0,0.08,80,0.015,0
LEND_04375,-2.6729,-91.1922,4.61,0.008,0.3,300,0.059,0
