sample_id,latitude_deg,longitude_deg,lroc_wac_albedo,optical_maturation_omat,boulder_density_per_100m2,max_boulder_diameter_m,crater_density_per_km2,landing_hazard_index,nac_high_res_coverage
LROC_03727,-89.0764,-102.692,0.176,0.163,0.27,0.72,77,0.34,1
LROC_03728,-88.3721,-51.8514,0.223,0.164,0.53,0.92,26,0.168,1
LROC_03729,-84.0479,-77.7225,0.212,0.142,0.24,0.93,20,0.109,1
LROC_03730,-88.4953,-116.6079,0.207,0.173,2.93,3.04,43,0.524,1
LROC_03731,-80.3192,87.5998,0.18,0.177,0.51,1.26,75,0.361,1
LROC_03732,-85.5329,-89.2548,0.221,0.19,1.02,1.35,49,0.318,1
LROC_03733,-84.9848,-16.4997,0.191,0.151,0.9,1.47,89,0.464,1
LROC_03734,-87.5334,-41.0906,0.2,0.191,0.51,1.23,66,0.325,1
LROC_03735,-85.2904,173.5479,0.188,0.15,0.2,0.7,47,0.212,0
LROC_03736,-83.3809,-39.2068,0.184,0.157,0.54,0.94,39,0.221,1
LROC_03737,-82.4882,-151.2063,0.181,0.153,0.86,1.26,28,0.215,1
LROC_03738,-82.4613,-147.6627,0.182,0.182,0.46,1.24,67,0.323,1
LROC_03739,-84.2211,32.6713,0.194,0.155,0.06,0.81,75,0.307,1
LROC_03740,-80.9564,35.7709,0.191,0.154,0.05,0.54,27,0.114,0
LROC_03741,-81.8259,-29.2468,0.185,0.18,0.3,1.03,29,0.152,1
LROC_03742,-82.4295,-24.5363,0.208,0.173,0.12,0.86,69,0.29,0
LROC_03743,-89.4439,-160.5843,0.14,0.198,1.77,2.49,67,0.48,1
LROC_03744,-89.9312,5.9567,0.193,0.171,0.15,0.73,86,0.362,1
LROC_03745,-87.8755,1.7062,0.196,0.199,0.38,1.17,61,0.29,1
LROC_03746,-83.3648,-126.1622,0.202,0.171,0.93,1.46,59,0.348,1
LROC_03747,-85.888,-142.6178,0.184,0.189,1.27,1.99,89,0.508,1
LROC_03748,-85.9759,-135.5139,0.188,0.178,0.49,0.89,78,0.371,1
LROC_03749,-81.1541,-143.6298,0.2,0.154,0.15,0.62,29,0.134,1
LROC_03750,63.2901,39.495,0.18,0.187,0.24,1.04,35,0.169,1
LROC_03751,65.468,-109.2662,0.173,0.172,0.41,1.18,50,0.249,1
LROC_03752,-29.7795,-89.4851,0.125,0.202,0.34,0.86,84,0.377,1
LROC_03753,30.5689,-117.514,0.2,0.175,0.32,0.99,39,0.194,1
LROC_03754,-36.5387,164.8207,0.206,0.138,0.11,0.69,58,0.245,1
LROC_03755,-49.5024,127.6623,0.202,0.145,1.83,2.05,15,0.28,1
LROC_03756,-50.4588,-97.0219,0.181,0.192,0.05,0.46,56,0.23,0
LROC_03757,-25.2628,-62.0761,0.099,0.205,0.43,0.81,73,0.344,1
LROC_03758,-11.2068,-104.4386,0.125,0.195,2.95,3.35,47,0.542,0
LROC_03759,52.9519,-2.9247,0.175,0.184,0.81,1.27,46,0.281,1
LROC_03760,-60.8174,-172.9402,0.167,0.179,0.33,0.77,80,0.36,1
LROC_03761,37.5881,61.6925,0.156,0.196,0.12,0.98,39,0.17,0
LROC_03762,5.0328,8.3369,0.106,0.212,2.49,2.7,54,0.515,1
LROC_03763,-33.9287,143.51,0.207,0.17,0.05,0.78,72,0.294,1
LROC_03764,-1.1489,-120.8186,0.132,0.19,0.86,1.62,89,0.459,1
LROC_03765,-32.0093,109.4793,0.19,0.177,1.59,1.91,78,0.503,1
LROC_03766,15.3731,105.106,0.093,0.235,0.05,0.55,33,0.138,1
LROC_03767,-10.585,-134.2148,0.094,0.209,0.97,1.56,42,0.284,1
LROC_03768,-53.6951,-36.5187,0.178,0.194,5.07,5.22,88,0.96,1
LROC_03769,-61.3467,-118.745,0.207,0.166,0.77,1.35,94,0.468,1
LROC_03770,7.4713,-88.3006,0.129,0.213,0.4,1.04,56,0.272,1
LROC_03771,64.3861,-85.2314,0.203,0.171,1.56,2.28,64,0.443,1
LROC_03772,-24.9668,20.2451,0.13,0.201,0.61,0.98,90,0.433,1
LROC_03773,37.28,-31.8921,0.187,0.181,1.04,1.72,62,0.373,1
LROC_03774,25.3858,161.1838,0.115,0.226,0.66,1.11,71,0.363,1
LROC_03775,69.0488,-134.5067,0.202,0.173,0.05,0.63,23,0.098,1
LROC_03776,51.357,170.5292,0.15,0.2,0.18,0.61,44,0.198,1
LROC_03777,10.6568,-96.9701,0.12,0.2,0.06,0.68,32,0.135,0
LROC_03778,25.1249,98.2346,0.136,0.222,0.08,0.87,59,0.246,1
LROC_03779,63.7418,-57.9708,0.207,0.176,0.05,0.49,92,0.374,1
LROC_03780,-16.077,-128.4907,0.115,0.209,0.41,0.91,80,0.369,1
LROC_03781,-27.7128,128.8401,0.134,0.198,0.15,0.72,25,0.118,1
LROC_03782,-78.2702,-68.8101,0.182,0.193,1.45,1.76,86,0.518,1
LROC_03783,52.2482,57.1879,0.182,0.169,1.04,1.72,81,0.449,0
LROC_03784,48.1569,23.9197,0.201,0.143,0.64,1.37,29,0.193,1
LROC_03785,-63.2873,-10.1677,0.207,0.168,0.5,1.27,54,0.276,1
LROC_03786,12.2972,-1.505,0.103,0.232,0.22,0.89,27,0.134,1
LROC_03787,-5.7629,83.6056,0.1,0.239,0.48,1.09,94,0.434,0
LROC_03788,-61.0065,-148.4018,0.194,0.171,0.77,1.22,47,0.28,0
LROC_03789,76.8909,60.545,0.166,0.186,1.14,1.75,16,0.201,1
LROC_03790,-45.6487,142.4924,0.206,0.175,0.06,0.68,48,0.199,0
LROC_03791,-69.2425,-159.1962,0.19,0.171,0.92,1.71,30,0.23,1
LROC_03792,15.1756,-129.3648,0.121,0.213,1.02,1.8,28,0.234,1
LROC_03793,38.2187,77.9875,0.191,0.173,0.61,1.4,60,0.313,1
LROC_03794,-74.809,-22.5786,0.174,0.197,0.18,0.74,64,0.278,1
LROC_03795,25.3948,-34.7225,0.129,0.213,0.58,1.11,19,0.146,0
LROC_03796,5.1667,-130.692,0.108,0.224,0.52,1.29,57,0.29,1
LROC_03797,-63.4776,2.4372,0.199,0.167,0.48,1.2,32,0.186,1
LROC_03798,-52.3962,-134.4437,0.194,0.202,0.46,1.17,62,0.303,1
LROC_03799,10.8759,-8.4166,0.13,0.209,0.09,0.62,78,0.323,1
LROC_03800,-32.5828,94.9015,0.207,0.171,0.15,0.95,40,0.178,1
LROC_03801,70.1305,-87.0248,0.152,0.18,0.08,0.76,88,0.362,0
LROC_03802,50.9984,-6.917,0.17,0.182,0.21,0.81,84,0.361,1
LROC_03803,77.3708,177.1257,0.166,0.187,0.23,1.04,28,0.14,1
LROC_03804,-38.4527,67.1942,0.153,0.179,0.21,0.79,80,0.345,1
LROC_03805,75.1558,122.8884,0.174,0.177,0.18,0.89,75,0.322,1
LROC_03806,-11.0026,-30.6549,0.109,0.208,1.0,1.53,87,0.468,1
LROC_03807,-24.397,96.4299,0.097,0.217,1.28,1.85,91,0.518,0
LROC_03808,-71.9441,-165.4167,0.209,0.14,0.3,0.69,35,0.176,0
LROC_03809,-71.5576,-135.752,0.198,0.169,0.27,0.87,69,0.308,1
LROC_03810,30.7218,-106.8946,0.178,0.174,1.39,1.93,16,0.231,0
LROC_03811,-6.7314,-35.2973,0.099,0.215,0.73,1.3,17,0.156,1
LROC_03812,-43.7565,124.4682,0.201,0.185,0.26,1.06,27,0.139,1
LROC_03813,18.2352,-55.3442,0.123,0.235,0.94,1.4,35,0.253,1
LROC_03814,-39.5427,55.6636,0.197,0.182,0.32,1.13,47,0.226,1
LROC_03815,12.4211,75.3531,0.139,0.179,0.66,1.2,34,0.215,1
LROC_03816,-22.5266,31.0256,0.115,0.203,3.68,4.06,32,0.57,1
LROC_03817,51.7684,-51.3929,0.182,0.187,0.27,0.69,52,0.24,1
LROC_03818,51.3114,27.7392,0.191,0.181,2.0,2.3,39,0.396,0
LROC_03819,-3.6239,-56.7844,0.101,0.229,0.29,1.04,52,0.243,1
LROC_03820,-23.8689,-149.8055,0.125,0.202,0.58,0.93,29,0.186,1
LROC_03821,-21.9904,177.4094,0.092,0.213,0.46,1.3,43,0.227,1
LROC_03822,48.9143,-134.2143,0.205,0.194,1.15,1.53,78,0.45,1
LROC_03823,-27.4913,-153.9546,0.12,0.207,0.05,0.9,46,0.19,1
LROC_03824,-46.5505,136.2711,0.164,0.171,0.74,1.32,86,0.433,1
LROC_03825,-66.4499,-71.3395,0.162,0.209,1.07,1.65,57,0.356,1
LROC_03826,-5.3291,54.1069,0.109,0.189,0.48,0.87,27,0.166,0
LROC_03827,-2.8589,-61.5579,0.13,0.149,0.08,0.65,92,0.378,1
LROC_03828,54.5454,-39.0765,0.151,0.204,0.21,0.67,39,0.181,1
LROC_03829,-44.6018,-85.6393,0.171,0.197,0.85,1.43,63,0.354,1
LROC_03830,-19.0414,-56.5042,0.13,0.208,1.69,2.2,22,0.291,1
LROC_03831,49.3449,-32.1479,0.198,0.151,0.41,1.12,42,0.217,0
LROC_03832,51.7798,79.3498,0.18,0.178,0.62,1.4,25,0.174,1
LROC_03833,-18.4622,4.153,0.11,0.206,0.19,0.81,69,0.299,0
LROC_03834,-6.5402,159.6835,0.114,0.201,0.4,0.88,24,0.144,1
LROC_03835,-31.4743,-164.9231,0.163,0.208,0.31,0.85,73,0.329,1
LROC_03836,69.2088,1.1046,0.182,0.162,0.8,1.54,79,0.412,1
LROC_03837,-61.017,30.3209,0.151,0.197,3.13,3.29,19,0.452,0
LROC_03838,69.3999,151.2709,0.179,0.197,1.26,1.85,94,0.527,1
LROC_03839,29.4186,-162.3029,0.124,0.21,0.16,0.55,34,0.155,1
LROC_03840,5.0515,26.4599,0.12,0.225,0.65,1.11,19,0.154,1
LROC_03841,-74.7746,127.3068,0.188,0.184,0.05,0.74,81,0.33,1
LROC_03842,-3.9046,-92.906,0.101,0.221,0.21,0.82,44,0.201,1
LROC_03843,-14.7603,135.4652,0.092,0.224,0.14,0.77,48,0.209,1
LROC_03844,-54.205,-173.1444,0.165,0.195,0.31,1.01,15,0.097,1
LROC_03845,25.0255,83.6837,0.107,0.206,0.85,1.28,41,0.266,1
LROC_03846,75.3841,155.9208,0.154,0.171,0.52,1.01,77,0.37,1
LROC_03847,9.9502,56.5912,0.108,0.226,2.03,2.57,48,0.436,1
LROC_03848,34.3605,-21.9495,0.189,0.192,0.18,0.83,46,0.206,0
LROC_03849,-69.0479,-163.8428,0.195,0.176,0.34,0.71,85,0.381,1
LROC_03850,-13.1733,151.241,0.129,0.194,0.3,1.01,60,0.276,1
LROC_03851,-61.3826,-10.6934,0.179,0.156,0.2,0.89,82,0.352,0
LROC_03852,18.0473,-169.5612,0.102,0.215,3.74,3.81,71,0.733,1
LROC_03853,70.1571,68.3356,0.207,0.147,0.37,1.11,36,0.188,1
LROC_03854,25.8844,-6.5386,0.121,0.183,2.12,2.57,43,0.426,0
LROC_03855,-67.7115,-135.2357,0.199,0.17,0.37,0.84,59,0.28,1
LROC_03856,-23.2534,-102.8621,0.123,0.193,0.17,0.83,59,0.256,1
LROC_03857,8.1061,-156.7834,0.111,0.215,0.1,0.79,81,0.336,1
LROC_03858,-15.4868,26.7457,0.101,0.212,1.45,2.17,35,0.314,1
LROC_03859,53.383,43.9306,0.196,0.163,0.05,0.82,35,0.146,0
LROC_03860,50.3474,2.0672,0.196,0.146,2.5,2.8,74,0.596,1
LROC_03861,17.893,114.1568,0.14,0.184,0.41,0.83,43,0.221,0
LROC_03862,-20.2467,129.9632,0.127,0.191,0.21,1.02,47,0.213,1
LROC_03863,-39.1462,41.6248,0.166,0.167,0.72,1.47,53,0.298,0
LROC_03864,-63.0601,-175.4077,0.157,0.184,0.11,0.59,76,0.317,1
LROC_03865,-23.2164,70.2827,0.128,0.185,0.06,0.49,85,0.347,1
LROC_03866,-13.8924,-29.5203,0.104,0.211,1.32,1.94,59,0.394,1
LROC_03867,28.1317,23.6007,0.091,0.223,0.41,1.13,72,0.337,1
LROC_03868,25.3056,53.669,0.096,0.204,0.55,0.98,87,0.414,1
LROC_03869,-68.7827,-53.9148,0.187,0.182,0.15,0.87,15,0.078,1
LROC_03870,-16.7585,150.1555,0.132,0.18,0.05,0.58,25,0.106,1
LROC_03871,-50.9154,-131.769,0.173,0.165,0.34,0.84,46,0.225,1
LROC_03872,-54.91,61.7443,0.192,0.172,0.53,1.04,88,0.416,0
LROC_03873,52.3683,-178.4306,0.208,0.177,1.09,1.64,63,0.383,1
LROC_03874,-73.2936,152.8744,0.16,0.201,0.52,1.27,90,0.422,0
LROC_03875,-12.9307,-139.4985,0.129,0.226,1.14,1.68,44,0.313,1
LROC_03876,-53.0874,-145.8417,0.156,0.184,0.09,0.63,74,0.307,1
LROC_03877,60.6928,-60.1173,0.165,0.184,0.05,0.89,24,0.102,1
LROC_03878,9.1265,-45.5161,0.116,0.192,0.13,0.54,90,0.376,1
LROC_03879,-42.9791,-102.852,0.182,0.159,1.11,1.8,35,0.273,0
LROC_03880,0.3884,30.6438,0.13,0.205,1.07,1.76,20,0.208,0
LROC_03881,37.0378,-20.5509,0.164,0.175,0.11,0.63,52,0.221,1
LROC_03882,73.2989,-167.6968,0.197,0.19,0.05,0.54,72,0.294,1
LROC_03883,-44.7286,-64.9253,0.208,0.144,0.87,1.62,22,0.192,1
LROC_03884,61.7891,111.7558,0.169,0.191,1.45,1.98,84,0.51,0
LROC_03885,69.4887,68.2926,0.191,0.159,1.05,1.37,77,0.434,1
LROC_03886,66.6273,80.9535,0.165,0.173,0.17,1.0,48,0.212,0
LROC_03887,21.6663,71.3221,0.121,0.214,0.66,1.17,63,0.331,1
LROC_03888,20.7713,-68.0497,0.094,0.208,1.06,1.53,54,0.343,1
LROC_03889,-15.4863,-144.121,0.137,0.191,0.22,0.92,43,0.198,1
LROC_03890,40.3837,-81.9118,0.153,0.179,0.56,1.23,23,0.159,1
LROC_03891,5.007,119.4427,0.115,0.235,0.28,0.83,35,0.174,1
LROC_03892,28.3901,172.9695,0.132,0.191,0.19,0.64,46,0.207,1
LROC_03893,-11.4467,-2.2151,0.133,0.201,2.62,3.03,86,0.658,1
LROC_03894,37.0394,-176.5079,0.166,0.182,1.83,2.36,69,0.496,0
LROC_03895,51.9154,-129.5839,0.185,0.18,0.44,1.23,57,0.281,0
LROC_03896,-56.5702,-64.051,0.192,0.164,0.11,0.74,24,0.109,1
LROC_03897,53.2688,28.2907,0.152,0.189,0.98,1.6,63,0.37,1
LROC_03898,6.4474,-152.9663,0.12,0.212,0.22,0.63,27,0.134,1
LROC_03899,55.1465,159.6086,0.16,0.175,0.14,0.97,55,0.237,1
LROC_03900,-10.9917,-48.5699,0.113,0.225,0.36,0.89,93,0.415,0
LROC_03901,-19.3535,148.5303,0.106,0.23,0.57,1.23,45,0.248,1
LROC_03902,66.4097,100.9878,0.169,0.193,0.08,0.93,46,0.194,1
LROC_03903,-39.8129,91.9574,0.176,0.182,0.64,1.38,59,0.313,1
LROC_03904,55.074,38.419,0.172,0.138,0.05,0.76,27,0.114,0
LROC_03905,-2.5567,45.6422,0.14,0.203,1.67,2.25,39,0.356,1
LROC_03906,2.2553,49.6812,0.129,0.196,1.9,2.57,82,0.556,1
LROC_03907,-30.6451,46.3397,0.208,0.163,0.99,1.7,29,0.235,0
LROC_03908,11.6868,19.3422,0.103,0.185,0.47,1.13,78,0.368,1
LROC_03909,-27.9662,175.109,0.107,0.219,0.22,0.93,74,0.322,1
LROC_03910,-73.7169,83.6246,0.165,0.164,1.02,1.39,22,0.21,1
LROC_03911,-36.4802,99.7007,0.181,0.18,2.01,2.44,88,0.593,1
LROC_03912,-78.9794,134.0866,0.183,0.191,0.13,0.67,31,0.14,1
LROC_03913,76.5368,-102.3697,0.17,0.176,0.47,1.04,19,0.132,0
LROC_03914,74.5196,-149.8305,0.178,0.198,0.28,0.98,27,0.142,1
LROC_03915,-16.7752,-6.158,0.101,0.203,0.33,0.77,35,0.18,0
LROC_03916,36.5393,5.0691,0.15,0.202,0.39,0.76,58,0.279,1
LROC_03917,-24.671,118.5054,0.133,0.181,2.27,2.64,90,0.632,1
LROC_03918,27.3749,-20.2379,0.135,0.215,0.22,0.76,67,0.294,1
LROC_03919,48.8688,25.5071,0.196,0.185,0.51,1.07,42,0.229,1
LROC_03920,71.481,9.7455,0.167,0.192,2.27,2.91,80,0.592,1
LROC_03921,-15.966,-166.247,0.132,0.195,0.48,1.19,35,0.198,0
LROC_03922,45.3277,41.4774,0.152,0.171,1.49,1.9,71,0.463,1
LROC_03923,-37.4514,118.0956,0.164,0.18,0.05,0.53,69,0.282,1
LROC_03924,78.4532,-123.2998,0.197,0.188,2.29,2.77,16,0.339,0
LROC_03925,-75.8769,33.9594,0.186,0.178,0.16,0.87,79,0.335,1
LROC_03926,16.5646,33.6998,0.106,0.189,2.93,3.28,91,0.716,1
LROC_03927,25.521,-120.8934,0.098,0.199,0.14,0.63,17,0.085,1
LROC_03928,30.0873,-135.5531,0.199,0.189,0.44,0.81,73,0.345,1
LROC_03929,-60.738,172.8187,0.163,0.194,0.28,0.78,77,0.342,0
LROC_03930,70.1648,-38.2611,0.17,0.165,0.43,1.02,19,0.128,1
LROC_03931,-51.0107,-98.1282,0.19,0.148,0.22,0.99,80,0.346,1
LROC_03932,19.6405,-118.3232,0.132,0.191,2.52,3.09,32,0.43,1
LROC_03933,-44.3718,60.3366,0.178,0.152,0.27,0.85,23,0.124,1
LROC_03934,-30.8454,39.4003,0.204,0.166,0.79,1.51,36,0.239,0
LROC_03935,7.4334,51.6788,0.092,0.255,0.11,1.0,42,0.181,1
LROC_03936,-13.2491,-148.3178,0.12,0.182,1.3,1.93,74,0.452,1
LROC_03937,-54.3639,141.6725,0.16,0.185,0.59,1.3,26,0.175,0
LROC_03938,-52.6502,-39.8641,0.187,0.196,2.91,3.47,51,0.553,1
LROC_03939,-13.0968,-67.187,0.101,0.226,0.41,0.94,56,0.273,0
LROC_03940,41.1653,-13.5499,0.177,0.178,0.16,0.55,68,0.291,1
LROC_03941,63.6743,-39.5762,0.193,0.171,0.32,1.18,56,0.262,0
LROC_03942,-66.5396,130.8877,0.199,0.153,1.0,1.55,81,0.444,0
LROC_03943,-17.1034,154.534,0.103,0.21,0.81,1.52,70,0.377,1
LROC_03944,-63.9607,-70.7568,0.192,0.177,1.13,1.82,60,0.376,0
LROC_03945,-77.3452,131.0169,0.205,0.184,0.06,0.65,19,0.083,0
LROC_03946,25.875,101.3483,0.108,0.202,0.65,1.26,70,0.358,1
LROC_03947,16.3919,155.0908,0.09,0.217,2.02,2.49,37,0.39,1
LROC_03948,-53.9169,-91.5299,0.158,0.175,0.09,0.59,76,0.315,1
LROC_03949,-42.5899,27.7053,0.166,0.189,0.07,0.52,27,0.116,1
LROC_03950,-76.2068,-81.1639,0.156,0.202,0.95,1.53,73,0.406,1
LROC_03951,53.5916,116.674,0.181,0.188,0.28,0.71,42,0.202,1
LROC_03952,75.9505,-178.0833,0.154,0.173,0.81,1.3,20,0.177,1
LROC_03953,-58.3265,23.3349,0.163,0.189,0.59,1.02,75,0.371,0
LROC_03954,-42.964,-57.8868,0.176,0.171,3.21,3.64,75,0.685,0
LROC_03955,58.9455,-63.8339,0.178,0.195,1.65,2.32,59,0.434,1
LROC_03956,68.2342,52.1663,0.184,0.175,0.85,1.45,26,0.206,1
LROC_03957,-12.8596,126.5344,0.104,0.19,0.23,0.81,49,0.224,0
LROC_03958,-71.9004,39.3103,0.153,0.188,0.23,1.11,76,0.332,1
LROC_03959,-73.6973,127.1423,0.155,0.197,1.6,1.85,19,0.268,0
LROC_03960,11.832,-84.745,0.12,0.21,0.66,1.15,80,0.399,1
LROC_03961,-17.1368,7.0207,0.12,0.198,1.17,1.59,89,0.496,0
LROC_03962,-75.4156,-17.8068,0.153,0.182,0.45,0.98,82,0.382,1
LROC_03963,13.3204,-175.8078,0.123,0.19,0.08,0.59,79,0.326,1
LROC_03964,-78.1916,20.4524,0.163,0.181,0.3,0.8,94,0.412,1
LROC_03965,45.9795,58.1488,0.206,0.154,0.13,0.65,80,0.336,1
LROC_03966,-30.9707,33.0892,0.179,0.194,1.14,1.68,55,0.357,1
LROC_03967,-73.5587,85.0608,0.177,0.167,0.9,1.41,41,0.272,1
LROC_03968,14.1364,25.6822,0.128,0.204,0.07,0.78,90,0.368,1
LROC_03969,-16.3705,-155.9699,0.092,0.219,0.73,1.31,19,0.164,1
LROC_03970,75.8081,-138.0796,0.186,0.19,1.55,1.89,19,0.262,0
LROC_03971,7.0718,34.7308,0.138,0.214,0.9,1.62,27,0.216,1
LROC_03972,-35.9617,-81.0075,0.175,0.192,0.54,1.12,94,0.441,0
LROC_03973,33.5102,-151.3278,0.199,0.176,0.28,0.73,23,0.126,1
LROC_03974,-36.5613,-25.343,0.173,0.166,1.64,1.96,62,0.445,1
LROC_03975,64.6789,19.5561,0.2,0.154,0.41,1.17,46,0.233,1
LROC_03976,-20.0445,-61.6514,0.134,0.187,1.45,2.06,50,0.374,1
LROC_03977,7.979,79.3561,0.118,0.218,1.15,1.69,29,0.254,0
LROC_03978,-71.9083,51.7574,0.191,0.175,1.27,1.7,23,0.244,1
LROC_03979,-11.8206,-60.1854,0.096,0.23,3.44,3.73,30,0.533,0
LROC_03980,53.1782,91.7541,0.164,0.201,1.04,1.65,20,0.205,1
LROC_03981,48.9038,53.5302,0.168,0.174,0.05,0.88,86,0.35,0
LROC_03982,-44.109,49.4803,0.191,0.175,0.17,0.83,47,0.208,1
LROC_03983,-43.8273,19.234,0.203,0.168,0.05,0.58,56,0.23,1
LROC_03984,50.7688,-175.8997,0.19,0.17,0.16,0.57,73,0.311,1
LROC_03985,68.8637,70.7426,0.2,0.162,0.05,0.53,50,0.206,0
LROC_03986,-64.7423,-44.625,0.183,0.195,0.52,1.19,48,0.254,0
LROC_03987,-7.9906,159.3395,0.133,0.201,0.05,0.53,16,0.07,1
LROC_03988,-26.0073,114.4745,0.113,0.209,0.48,1.07,27,0.166,1
LROC_03989,59.3102,31.57,0.183,0.166,1.72,2.3,57,0.434,1
LROC_03990,-66.636,-89.2145,0.17,0.194,1.04,1.49,88,0.477,1
LROC_03991,-46.2198,-106.6617,0.163,0.172,2.16,2.68,71,0.543,1
LROC_03992,40.3949,-57.4615,0.178,0.187,0.19,0.86,21,0.107,1
LROC_03993,-71.793,-8.4355,0.19,0.182,0.57,1.13,73,0.36,1
LROC_03994,-1.1943,-73.4164,0.106,0.206,0.29,1.11,73,0.327,1
LROC_03995,-9.2629,5.3746,0.139,0.202,0.51,1.21,65,0.321,1
LROC_03996,-26.4958,-120.4666,0.097,0.219,0.61,1.13,17,0.141,1
LROC_03997,-16.8684,171.9766,0.128,0.202,0.05,0.85,41,0.17,0
LROC_03998,4.7905,-141.1472,0.137,0.199,0.2,0.95,92,0.392,1
LROC_03999,-54.1812,155.4999,0.168,0.185,0.92,1.62,68,0.382,0
LROC_04000,11.5193,148.8881,0.09,0.221,1.11,1.72,78,0.445,1
LROC_04001,48.8692,9.1298,0.201,0.17,0.63,1.16,48,0.268,1
LROC_04002,41.6257,80.9677,0.185,0.16,0.24,0.79,37,0.177,1
LROC_04003,-55.376,-23.0226,0.197,0.169,0.39,1.08,62,0.295,1
LROC_04004,-56.1201,46.8124,0.175,0.185,0.08,0.54,69,0.286,1
LROC_04005,-37.0921,-57.3927,0.185,0.178,2.3,2.88,31,0.4,0
LROC_04006,-22.228,-71.5828,0.112,0.224,1.52,1.95,93,0.554,0
LROC_04007,-14.6471,28.1627,0.118,0.216,0.05,0.76,76,0.31,0
LROC_04008,28.7516,-0.6733,0.119,0.193,0.14,0.78,75,0.317,1
LROC_04009,-70.9311,28.6331,0.202,0.167,0.65,1.24,75,0.378,0
LROC_04010,-74.4524,-76.8022,0.192,0.169,0.2,0.95,58,0.256,1
LROC_04011,-17.2943,-47.8952,0.131,0.201,2.04,2.55,85,0.585,0
LROC_04012,31.5462,-149.7967,0.152,0.192,1.06,1.48,17,0.195,1
LROC_04013,-49.0503,-161.1805,0.202,0.178,0.24,0.65,87,0.377,0
LROC_04014,22.6407,-88.7554,0.105,0.215,0.05,0.87,81,0.33,1
LROC_04015,-38.4275,-153.2711,0.166,0.204,1.21,1.93,22,0.233,1
LROC_04016,61.7738,-142.6411,0.184,0.181,0.41,0.85,40,0.209,1
LROC_04017,63.3104,112.6542,0.175,0.169,0.77,1.25,29,0.208,1
LROC_04018,-32.434,-166.0055,0.189,0.168,0.25,0.77,19,0.106,1
LROC_04019,-43.201,57.2194,0.179,0.189,0.12,0.98,27,0.122,1
LROC_04020,-14.1914,-81.8792,0.136,0.175,0.84,1.26,93,0.473,0
LROC_04021,-41.5149,133.7564,0.201,0.149,0.45,0.89,26,0.158,0
LROC_04022,27.5814,-5.4028,0.107,0.212,0.2,0.67,77,0.332,1
LROC_04023,52.1703,-69.9925,0.17,0.198,0.11,0.86,22,0.101,0
LROC_04024,27.6947,6.35,0.104,0.233,0.65,1.43,88,0.43,0
LROC_04025,51.8961,-42.4951,0.208,0.163,0.97,1.47,48,0.308,0
LROC_04026,-16.4813,23.1484,0.092,0.235,0.25,0.69,86,0.374,1
LROC_04027,-54.9893,-138.7682,0.173,0.183,1.0,1.59,36,0.264,1
LROC_04028,38.0722,178.9166,0.189,0.152,0.15,0.64,64,0.274,1
LROC_04029,-22.3241,-26.7999,0.111,0.21,0.31,0.71,26,0.141,0
LROC_04030,27.4033,-54.637,0.132,0.191,1.02,1.76,36,0.266,0
LROC_04031,-36.697,75.6755,0.204,0.182,0.81,1.56,72,0.385,1
LROC_04032,-67.0033,-48.9962,0.181,0.178,0.24,1.1,33,0.161,1
LROC_04033,78.8131,119.9787,0.189,0.156,0.1,0.73,19,0.088,1
LROC_04034,-55.0078,-16.4625,0.153,0.169,0.05,0.59,30,0.126,1
LROC_04035,78.1474,79.041,0.192,0.173,1.36,2.01,55,0.383,1
LROC_04036,76.3648,-141.3168,0.192,0.137,0.06,0.54,88,0.359,1
LROC_04037,47.0109,124.6029,0.172,0.175,0.09,0.6,33,0.143,1
LROC_04038,25.5077,84.8585,0.136,0.202,0.2,0.71,79,0.34,1
LROC_04039,12.4491,-103.782,0.119,0.191,0.44,1.27,36,0.197,0
LROC_04040,58.5762,-127.697,0.176,0.196,1.17,1.82,31,0.264,0
LROC_04041,-33.6897,-66.1348,0.189,0.193,0.21,0.66,49,0.221,1
LROC_04042,-5.171,171.3854,0.101,0.199,0.59,0.98,53,0.283,0
LROC_04043,19.1024,-87.5406,0.126,0.199,0.07,0.88,87,0.356,1
LROC_04044,-14.2095,-15.7942,0.12,0.221,0.47,1.22,69,0.332,0
LROC_04045,-11.6022,-169.1927,0.115,0.208,0.15,0.87,19,0.094,1
LROC_04046,-27.1545,-36.9981,0.121,0.185,0.18,0.66,87,0.37,1
LROC_04047,10.2771,25.6752,0.1,0.213,0.34,0.95,25,0.141,1
LROC_04048,56.0919,163.1249,0.175,0.168,1.07,1.66,92,0.496,1
LROC_04049,-47.7555,6.025,0.206,0.184,1.02,1.78,54,0.338,1
LROC_04050,69.5093,114.8786,0.184,0.186,0.4,0.84,18,0.12,0
LROC_04051,30.254,16.966,0.204,0.163,0.09,0.74,94,0.387,1
LROC_04052,51.7237,-165.3174,0.204,0.17,0.25,0.7,72,0.318,0
LROC_04053,8.9905,-66.597,0.13,0.182,0.53,1.1,79,0.38,1
LROC_04054,44.7227,27.1978,0.204,0.157,1.53,1.88,78,0.496,1
LROC_04055,-77.4079,162.2138,0.15,0.216,2.59,3.15,81,0.635,1
LROC_04056,50.9409,129.2869,0.206,0.168,0.76,1.21,48,0.283,0
LROC_04057,-73.5778,-97.792,0.158,0.203,0.32,0.9,72,0.326,1
LROC_04058,62.3861,-100.7605,0.152,0.195,0.89,1.4,81,0.431,1
