sample_id,latitude_deg,longitude_deg,diviner_max_temp_k,diviner_min_temp_k,diviner_temp_range_k,psr_cold_trap_flag,ice_stability_depth_cm
DIVINER_03619,-88.2488,-122.004,223.4,145.8,77.6,0,999.0
DIVINER_03620,-83.2724,178.5646,190.6,173.6,17.1,0,999.0
DIVINER_03621,-87.795,-115.2001,220.1,145.3,74.8,0,999.0
DIVINER_03622,-87.8179,0.9171,196.7,126.3,70.5,0,999.0
DIVINER_03623,-81.2593,125.4304,195.6,180.1,15.5,0,999.0
DIVINER_03624,-87.5033,-172.6554,199.5,147.8,51.7,0,999.0
DIVINER_03625,-87.3675,37.616,211.2,129.3,81.9,0,999.0
DIVINER_03626,-89.9935,-80.2708,72.6,32.5,40.1,1,0.0
DIVINER_03627,-81.2933,130.4406,209.9,182.3,27.6,0,999.0
DIVINER_03628,-82.0741,-77.954,47.5,58.6,-11.0,1,0.0
DIVINER_03629,-83.7267,67.2321,233.0,158.8,74.2,0,999.0
DIVINER_03630,-82.4973,62.7191,183.3,126.2,57.1,0,999.0
DIVINER_03631,-88.4795,-100.2623,227.8,168.8,59.1,0,999.0
DIVINER_03632,-85.4168,-167.4723,227.1,162.6,64.4,0,999.0
DIVINER_03633,-86.4878,-32.6702,195.2,134.7,60.5,0,999.0
DIVINER_03634,-89.0622,-75.8905,191.9,183.0,8.9,0,999.0
DIVINER_03635,-85.1387,111.232,232.5,126.1,106.4,0,999.0
DIVINER_03636,-80.7926,108.1311,95.6,28.4,67.2,1,0.0
DIVINER_03637,-89.5994,-15.4714,182.8,126.6,56.1,0,999.0
DIVINER_03638,-87.0854,38.3444,233.4,183.8,49.6,0,999.0
DIVINER_03639,-87.9246,37.5334,200.9,122.5,78.5,0,999.0
DIVINER_03640,-87.6185,117.7769,200.5,149.8,50.7,0,999.0
DIVINER_03641,-80.9157,-26.9991,218.6,180.3,38.3,0,999.0
DIVINER_03642,-85.3193,-80.8392,74.3,60.5,13.8,1,0.0
DIVINER_03643,-85.337,-84.5874,201.2,127.4,73.8,0,999.0
DIVINER_03644,-82.3942,13.0292,188.6,128.9,59.7,0,999.0
DIVINER_03645,-88.4551,-18.3066,213.1,148.3,64.8,0,999.0
DIVINER_03646,-85.1273,-21.5565,217.5,150.0,67.5,0,999.0
DIVINER_03647,-85.7001,-147.1906,231.6,170.3,61.3,0,999.0
DIVINER_03648,-84.0309,78.6973,209.1,136.7,72.4,0,999.0
DIVINER_03649,-80.0044,-103.0548,218.7,169.1,49.6,0,999.0
DIVINER_03650,-82.3055,-109.0967,183.3,189.9,-6.7,0,999.0
DIVINER_03651,-86.0213,-31.407,233.7,180.5,53.2,0,999.0
DIVINER_03652,-81.7245,-97.9998,199.6,164.5,35.1,0,999.0
DIVINER_03653,-88.2929,30.189,217.9,185.8,32.1,0,999.0
DIVINER_03654,-89.6954,-46.2732,235.0,189.4,45.6,0,999.0
DIVINER_03655,-87.9555,-18.3918,228.6,159.9,68.7,0,999.0
DIVINER_03656,-86.5959,13.381,218.3,139.2,79.1,0,999.0
DIVINER_03657,-84.8942,-106.7272,222.2,184.0,38.2,0,999.0
DIVINER_03658,-83.8487,-123.9294,235.3,179.1,56.2,0,999.0
DIVINER_03659,-80.8939,136.9519,228.7,125.9,102.8,0,999.0
DIVINER_03660,-84.9015,-23.8595,216.6,185.5,31.0,0,999.0
DIVINER_03661,-84.9872,-31.6463,219.5,145.6,73.9,0,999.0
DIVINER_03662,-89.4976,-167.1796,188.8,142.5,46.3,0,999.0
DIVINER_03663,-89.6509,-0.7285,208.2,144.0,64.2,0,999.0
DIVINER_03664,-84.4884,19.5011,198.1,142.4,55.7,0,999.0
DIVINER_03665,-85.6182,21.1827,205.9,156.1,49.8,0,999.0
DIVINER_03666,-81.6082,74.5312,219.7,160.6,59.2,0,999.0
DIVINER_03667,-88.3932,-116.1065,188.9,149.8,39.2,0,999.0
DIVINER_03668,-89.7503,-89.1997,181.0,148.9,32.2,0,999.0
DIVINER_03669,-85.5096,111.863,203.8,171.6,32.2,0,999.0
DIVINER_03670,-87.6252,160.9814,199.3,120.2,79.1,0,999.0
DIVINER_03671,-89.5039,-131.0642,205.2,186.3,18.9,0,999.0
DIVINER_03672,-82.754,-0.8462,235.9,170.0,65.9,0,999.0
DIVINER_03673,-88.8841,-102.8965,222.4,169.5,52.9,0,999.0
DIVINER_03674,-83.9168,-158.3737,199.6,149.5,50.1,0,999.0
DIVINER_03675,-87.1895,-62.8188,190.8,187.6,3.2,0,999.0
DIVINER_03676,-88.265,-128.2725,217.1,120.0,97.1,0,999.0
DIVINER_03677,-86.2025,75.5759,219.5,125.4,94.1,0,999.0
DIVINER_03678,-81.9855,12.1411,209.0,176.3,32.7,0,999.0
DIVINER_03679,-86.0791,-128.2196,192.8,171.7,21.1,0,999.0
DIVINER_03680,-82.4923,-176.673,181.7,139.0,42.7,0,999.0
DIVINER_03681,-88.7451,110.9365,195.9,161.6,34.3,0,999.0
DIVINER_03682,-82.2723,-116.57,207.4,157.2,50.2,0,999.0
DIVINER_03683,-87.6307,38.238,227.3,156.9,70.4,0,999.0
DIVINER_03684,-83.2261,-58.7081,231.2,161.7,69.5,0,999.0
DIVINER_03685,-84.3422,30.7749,204.8,189.6,15.2,0,999.0
DIVINER_03686,-80.7086,-66.3647,227.8,189.1,38.7,0,999.0
DIVINER_03687,-86.1268,-148.7018,239.6,188.7,50.9,0,999.0
DIVINER_03688,-89.3383,-99.738,223.0,158.4,64.6,0,999.0
DIVINER_03689,-89.8084,-112.2989,223.7,142.3,81.4,0,999.0
DIVINER_03690,-81.7314,-25.913,234.6,159.2,75.4,0,999.0
DIVINER_03691,-84.7526,56.9822,200.3,163.6,36.7,0,999.0
DIVINER_03692,-82.2476,-85.0298,180.7,141.8,38.9,0,999.0
DIVINER_03693,-87.6557,-175.6548,239.2,164.3,74.9,0,999.0
DIVINER_03694,-86.5492,6.8175,209.4,163.5,45.9,0,999.0
DIVINER_03695,-89.699,38.0734,227.1,183.2,43.9,0,999.0
DIVINER_03696,-80.3851,166.6334,228.7,136.6,92.1,0,999.0
DIVINER_03697,-83.3213,32.2095,203.9,168.8,35.0,0,999.0
DIVINER_03698,-80.6679,-10.3779,212.5,151.6,60.9,0,999.0
DIVINER_03699,-87.345,26.4246,212.4,129.1,83.3,0,999.0
DIVINER_03700,-83.8854,154.0442,193.2,142.1,51.1,0,999.0
DIVINER_03701,-83.215,118.2161,187.1,124.0,63.0,0,999.0
DIVINER_03702,-86.8245,-63.7277,212.6,142.4,70.3,0,999.0
DIVINER_03703,-81.5189,-94.5884,187.2,124.8,62.4,0,999.0
DIVINER_03704,-80.5284,-85.4519,200.8,184.8,16.0,0,999.0
DIVINER_03705,-81.1514,1.5916,191.2,127.1,64.0,0,999.0
DIVINER_03706,-82.6093,87.8578,222.4,177.2,45.2,0,999.0
DIVINER_03707,-87.2254,1.1589,232.3,183.4,48.9,0,999.0
DIVINER_03708,-87.1838,-155.5933,214.7,152.7,61.9,0,999.0
DIVINER_03709,-80.3664,80.4891,204.6,123.8,80.8,0,999.0
DIVINER_03710,-89.8972,110.1492,239.8,161.7,78.1,0,999.0
DIVINER_03711,-82.8395,-75.7808,181.3,136.4,44.8,0,999.0
DIVINER_03712,-82.9375,59.0853,198.3,132.4,65.9,0,999.0
DIVINER_03713,-83.7731,-26.4269,196.7,159.7,37.0,0,999.0
DIVINER_03714,-80.0989,140.083,201.4,144.9,56.4,0,999.0
DIVINER_03715,-86.8812,124.2812,46.7,47.8,-1.1,1,0.0
DIVINER_03716,-86.6003,9.1555,195.9,161.4,34.5,0,999.0
DIVINER_03717,-89.2106,68.942,195.5,178.1,17.4,0,999.0
DIVINER_03718,-85.572,138.0059,210.3,124.1,86.3,0,999.0
DIVINER_03719,-87.3895,-1.5419,203.5,136.4,67.0,0,999.0
DIVINER_03720,-86.5661,-67.2297,218.4,159.7,58.7,0,999.0
DIVINER_03721,-81.6543,91.3198,210.9,181.6,29.2,0,999.0
DIVINER_03722,-80.6452,-100.7761,191.0,176.9,14.1,0,999.0
DIVINER_03723,-88.1427,-40.1288,228.6,167.6,61.0,0,999.0
DIVINER_03724,-86.2749,131.6618,208.3,160.2,48.1,0,999.0
DIVINER_03725,-80.7137,80.792,189.2,164.2,25.0,0,999.0
DIVINER_03726,-89.3819,-34.628,190.0,135.0,55.1,0,999.0
DIVINER_03727,-89.0764,-102.692,227.8,161.7,66.2,0,999.0
DIVINER_03728,-88.3721,-51.8514,222.2,154.6,67.6,0,999.0
DIVINER_03729,-84.0479,-77.7225,210.4,146.9,63.5,0,999.0
DIVINER_03730,-88.4953,-116.6079,198.4,182.1,16.2,0,999.0
DIVINER_03731,-80.3192,87.5998,207.6,178.1,29.6,0,999.0
DIVINER_03732,-85.5329,-89.2548,218.2,125.4,92.8,0,999.0
DIVINER_03733,-84.9848,-16.4997,232.8,189.0,43.8,0,999.0
DIVINER_03734,-87.5334,-41.0906,213.4,136.1,77.3,0,999.0
DIVINER_03735,-85.2904,173.5479,196.6,135.1,61.5,0,999.0
DIVINER_03736,-83.3809,-39.2068,182.6,186.1,-3.5,0,999.0
DIVINER_03737,-82.4882,-151.2063,190.5,151.1,39.4,0,999.0
DIVINER_03738,-82.4613,-147.6627,219.0,176.4,42.6,0,999.0
DIVINER_03739,-84.2211,32.6713,189.6,140.2,49.5,0,999.0
DIVINER_03740,-80.9564,35.7709,208.9,181.1,27.8,0,999.0
DIVINER_03741,-81.8259,-29.2468,221.9,178.3,43.7,0,999.0
DIVINER_03742,-82.4295,-24.5363,198.5,156.4,42.1,0,999.0
DIVINER_03743,-89.4439,-160.5843,220.1,169.4,50.8,0,999.0
DIVINER_03744,-89.9312,5.9567,214.9,187.5,27.4,0,999.0
DIVINER_03745,-87.8755,1.7062,206.3,151.6,54.7,0,999.0
DIVINER_03746,-83.3648,-126.1622,233.8,154.6,79.2,0,999.0
DIVINER_03747,-85.888,-142.6178,221.5,170.6,50.9,0,999.0
DIVINER_03748,-85.9759,-135.5139,201.6,147.0,54.6,0,999.0
DIVINER_03749,-81.1541,-143.6298,228.3,187.3,41.0,0,999.0
DIVINER_03750,63.2901,39.495,369.1,107.3,261.8,0,999.0
DIVINER_03751,65.468,-109.2662,364.8,94.9,269.9,0,999.0
DIVINER_03752,-29.7795,-89.4851,384.1,92.6,291.4,0,999.0
DIVINER_03753,30.5689,-117.514,368.5,96.7,271.8,0,999.0
DIVINER_03754,-36.5387,164.8207,388.2,100.1,288.1,0,999.0
DIVINER_03755,-49.5024,127.6623,380.5,103.3,277.1,0,999.0
DIVINER_03756,-50.4588,-97.0219,368.8,104.5,264.3,0,999.0
DIVINER_03757,-25.2628,-62.0761,382.8,99.7,283.1,0,999.0
DIVINER_03758,-11.2068,-104.4386,396.5,93.2,303.3,0,999.0
DIVINER_03759,52.9519,-2.9247,368.3,94.1,274.2,0,999.0
DIVINER_03760,-60.8174,-172.9402,371.9,105.2,266.7,0,999.0
DIVINER_03761,37.5881,61.6925,379.2,93.5,285.7,0,999.0
DIVINER_03762,5.0328,8.3369,391.9,105.6,286.3,0,999.0
DIVINER_03763,-33.9287,143.51,383.4,105.9,277.5,0,999.0
DIVINER_03764,-1.1489,-120.8186,388.6,115.3,273.2,0,999.0
DIVINER_03765,-32.0093,109.4793,385.9,95.2,290.7,0,999.0
DIVINER_03766,15.3731,105.106,386.1,96.7,289.4,0,999.0
DIVINER_03767,-10.585,-134.2148,380.4,76.9,303.5,0,999.0
DIVINER_03768,-53.6951,-36.5187,369.0,90.6,278.5,0,999.0
DIVINER_03769,-61.3467,-118.745,363.9,90.4,273.5,0,999.0
DIVINER_03770,7.4713,-88.3006,381.6,105.1,276.6,0,999.0
DIVINER_03771,64.3861,-85.2314,369.1,118.1,251.1,0,999.0
DIVINER_03772,-24.9668,20.2451,385.4,105.8,279.6,0,999.0
DIVINER_03773,37.28,-31.8921,383.6,109.9,273.7,0,999.0
DIVINER_03774,25.3858,161.1838,388.7,92.9,295.9,0,999.0
DIVINER_03775,69.0488,-134.5067,368.1,88.0,280.1,0,999.0
DIVINER_03776,51.357,170.5292,377.0,97.6,279.4,0,999.0
DIVINER_03777,10.6568,-96.9701,384.4,93.8,290.6,0,999.0
DIVINER_03778,25.1249,98.2346,389.1,91.4,297.7,0,999.0
DIVINER_03779,63.7418,-57.9708,368.8,102.2,266.6,0,999.0
DIVINER_03780,-16.077,-128.4907,399.4,88.1,311.2,0,999.0
DIVINER_03781,-27.7128,128.8401,385.5,108.3,277.2,0,999.0
DIVINER_03782,-78.2702,-68.8101,360.0,96.0,264.0,0,999.0
DIVINER_03783,52.2482,57.1879,374.0,99.5,274.5,0,999.0
DIVINER_03784,48.1569,23.9197,376.9,101.0,275.9,0,999.0
DIVINER_03785,-63.2873,-10.1677,367.9,95.3,272.6,0,999.0
DIVINER_03786,12.2972,-1.505,386.9,112.7,274.3,0,999.0
DIVINER_03787,-5.7629,83.6056,390.7,83.9,306.7,0,999.0
DIVINER_03788,-61.0065,-148.4018,372.5,112.8,259.7,0,999.0
DIVINER_03789,76.8909,60.545,357.0,96.5,260.4,0,999.0
DIVINER_03790,-45.6487,142.4924,382.1,109.2,272.9,0,999.0
DIVINER_03791,-69.2425,-159.1962,367.7,102.0,265.7,0,999.0
DIVINER_03792,15.1756,-129.3648,384.2,108.5,275.7,0,999.0
DIVINER_03793,38.2187,77.9875,376.6,98.8,277.8,0,999.0
DIVINER_03794,-74.809,-22.5786,362.7,102.4,260.3,0,999.0
DIVINER_03795,25.3948,-34.7225,383.2,111.0,272.2,0,999.0
DIVINER_03796,5.1667,-130.692,384.6,101.0,283.7,0,999.0
DIVINER_03797,-63.4776,2.4372,376.4,113.3,263.1,0,999.0
DIVINER_03798,-52.3962,-134.4437,369.6,103.5,266.1,0,999.0
DIVINER_03799,10.8759,-8.4166,381.7,92.7,289.0,0,999.0
DIVINER_03800,-32.5828,94.9015,379.8,96.5,283.3,0,999.0
DIVINER_03801,70.1305,-87.0248,364.8,108.9,255.9,0,999.0
DIVINER_03802,50.9984,-6.917,375.5,87.6,287.9,0,999.0
DIVINER_03803,77.3708,177.1257,368.2,107.9,260.3,0,999.0
DIVINER_03804,-38.4527,67.1942,377.5,96.3,281.1,0,999.0
DIVINER_03805,75.1558,122.8884,361.4,87.1,274.3,0,999.0
DIVINER_03806,-11.0026,-30.6549,394.9,102.1,292.8,0,999.0
DIVINER_03807,-24.397,96.4299,383.1,93.0,290.1,0,999.0
DIVINER_03808,-71.9441,-165.4167,365.9,94.3,271.6,0,999.0
DIVINER_03809,-71.5576,-135.752,353.5,93.7,259.8,0,999.0
DIVINER_03810,30.7218,-106.8946,393.2,101.1,292.0,0,999.0
DIVINER_03811,-6.7314,-35.2973,394.7,96.1,298.6,0,999.0
DIVINER_03812,-43.7565,124.4682,375.5,103.9,271.6,0,999.0
DIVINER_03813,18.2352,-55.3442,392.1,110.1,282.0,0,999.0
DIVINER_03814,-39.5427,55.6636,387.4,105.4,282.0,0,999.0
DIVINER_03815,12.4211,75.3531,382.6,118.1,264.6,0,999.0
DIVINER_03816,-22.5266,31.0256,383.9,120.5,263.4,0,999.0
DIVINER_03817,51.7684,-51.3929,381.5,97.1,284.4,0,999.0
DIVINER_03818,51.3114,27.7392,375.3,88.5,286.9,0,999.0
DIVINER_03819,-3.6239,-56.7844,392.1,97.1,295.0,0,999.0
DIVINER_03820,-23.8689,-149.8055,386.9,101.2,285.7,0,999.0
DIVINER_03821,-21.9904,177.4094,391.5,122.3,269.3,0,999.0
DIVINER_03822,48.9143,-134.2143,378.9,96.3,282.6,0,999.0
DIVINER_03823,-27.4913,-153.9546,386.0,102.8,283.2,0,999.0
DIVINER_03824,-46.5505,136.2711,367.0,93.2,273.8,0,999.0
DIVINER_03825,-66.4499,-71.3395,369.2,96.5,272.6,0,999.0
DIVINER_03826,-5.3291,54.1069,393.5,87.9,305.6,0,999.0
DIVINER_03827,-2.8589,-61.5579,383.8,85.4,298.4,0,999.0
DIVINER_03828,54.5454,-39.0765,367.3,113.6,253.7,0,999.0
DIVINER_03829,-44.6018,-85.6393,381.1,110.7,270.4,0,999.0
DIVINER_03830,-19.0414,-56.5042,388.8,96.3,292.5,0,999.0
DIVINER_03831,49.3449,-32.1479,366.2,110.6,255.6,0,999.0
DIVINER_03832,51.7798,79.3498,370.6,86.9,283.7,0,999.0
DIVINER_03833,-18.4622,4.153,389.5,98.3,291.2,0,999.0
DIVINER_03834,-6.5402,159.6835,393.1,101.7,291.4,0,999.0
DIVINER_03835,-31.4743,-164.9231,381.2,112.7,268.5,0,999.0
DIVINER_03836,69.2088,1.1046,363.5,102.0,261.5,0,999.0
DIVINER_03837,-61.017,30.3209,365.0,105.4,259.5,0,999.0
DIVINER_03838,69.3999,151.2709,370.7,95.3,275.4,0,999.0
DIVINER_03839,29.4186,-162.3029,385.7,102.6,283.1,0,999.0
DIVINER_03840,5.0515,26.4599,386.5,112.6,273.9,0,999.0
DIVINER_03841,-74.7746,127.3068,354.7,83.8,270.9,0,999.0
DIVINER_03842,-3.9046,-92.906,383.6,111.4,272.2,0,999.0
DIVINER_03843,-14.7603,135.4652,397.7,97.9,299.8,0,999.0
DIVINER_03844,-54.205,-173.1444,372.5,85.9,286.6,0,999.0
DIVINER_03845,25.0255,83.6837,384.2,97.3,286.9,0,999.0
DIVINER_03846,75.3841,155.9208,359.0,112.9,246.1,0,999.0
DIVINER_03847,9.9502,56.5912,386.2,95.2,291.1,0,999.0
DIVINER_03848,34.3605,-21.9495,382.5,103.0,279.5,0,999.0
DIVINER_03849,-69.0479,-163.8428,364.5,83.9,280.6,0,999.0
DIVINER_03850,-13.1733,151.241,389.0,81.7,307.3,0,999.0
DIVINER_03851,-61.3826,-10.6934,362.8,89.2,273.6,0,999.0
DIVINER_03852,18.0473,-169.5612,392.5,110.1,282.4,0,999.0
DIVINER_03853,70.1571,68.3356,360.8,99.5,261.3,0,999.0
DIVINER_03854,25.8844,-6.5386,382.7,111.0,271.7,0,999.0
DIVINER_03855,-67.7115,-135.2357,361.7,111.6,250.1,0,999.0
DIVINER_03856,-23.2534,-102.8621,381.5,92.4,289.1,0,999.0
DIVINER_03857,8.1061,-156.7834,390.9,115.7,275.3,0,999.0
DIVINER_03858,-15.4868,26.7457,393.0,94.6,298.5,0,999.0
DIVINER_03859,53.383,43.9306,370.2,110.0,260.2,0,999.0
DIVINER_03860,50.3474,2.0672,366.3,109.6,256.7,0,999.0
DIVINER_03861,17.893,114.1568,382.9,100.7,282.3,0,999.0
DIVINER_03862,-20.2467,129.9632,385.3,100.7,284.6,0,999.0
DIVINER_03863,-39.1462,41.6248,374.9,103.2,271.7,0,999.0
DIVINER_03864,-63.0601,-175.4077,365.1,101.2,264.0,0,999.0
DIVINER_03865,-23.2164,70.2827,384.0,96.1,287.9,0,999.0
DIVINER_03866,-13.8924,-29.5203,388.8,95.2,293.5,0,999.0
DIVINER_03867,28.1317,23.6007,378.0,96.2,281.8,0,999.0
DIVINER_03868,25.3056,53.669,389.1,112.2,276.9,0,999.0
DIVINER_03869,-68.7827,-53.9148,372.8,84.1,288.7,0,999.0
DIVINER_03870,-16.7585,150.1555,395.4,95.0,300.4,0,999.0
DIVINER_03871,-50.9154,-131.769,372.3,96.7,275.6,0,999.0
DIVINER_03872,-54.91,61.7443,376.3,97.7,278.6,0,999.0
DIVINER_03873,52.3683,-178.4306,377.2,103.0,274.2,0,999.0
DIVINER_03874,-73.2936,152.8744,361.3,86.5,274.8,0,999.0
DIVINER_03875,-12.9307,-139.4985,389.9,110.3,279.6,0,999.0
DIVINER_03876,-53.0874,-145.8417,377.4,108.9,268.6,0,999.0
DIVINER_03877,60.6928,-60.1173,374.0,106.7,267.3,0,999.0
DIVINER_03878,9.1265,-45.5161,385.4,97.9,287.5,0,999.0
DIVINER_03879,-42.9791,-102.852,383.0,92.6,290.4,0,999.0
DIVINER_03880,0.3884,30.6438,398.3,96.7,301.6,0,999.0
DIVINER_03881,37.0378,-20.5509,386.3,100.6,285.7,0,999.0
DIVINER_03882,73.2989,-167.6968,369.2,106.7,262.5,0,999.0
DIVINER_03883,-44.7286,-64.9253,365.5,99.2,266.3,0,999.0
DIVINER_03884,61.7891,111.7558,371.9,103.6,268.3,0,999.0
DIVINER_03885,69.4887,68.2926,365.3,95.7,269.7,0,999.0
DIVINER_03886,66.6273,80.9535,371.0,102.9,268.1,0,999.0
DIVINER_03887,21.6663,71.3221,381.5,97.5,284.0,0,999.0
DIVINER_03888,20.7713,-68.0497,384.9,102.7,282.2,0,999.0
DIVINER_03889,-15.4863,-144.121,393.1,82.3,310.7,0,999.0
DIVINER_03890,40.3837,-81.9118,375.2,104.9,270.3,0,999.0
DIVINER_03891,5.007,119.4427,391.1,105.4,285.7,0,999.0
DIVINER_03892,28.3901,172.9695,385.1,105.3,279.8,0,999.0
DIVINER_03893,-11.4467,-2.2151,388.2,90.1,298.1,0,999.0
DIVINER_03894,37.0394,-176.5079,384.8,92.9,291.9,0,999.0
DIVINER_03895,51.9154,-129.5839,369.1,91.3,277.8,0,999.0
DIVINER_03896,-56.5702,-64.051,368.1,103.3,264.8,0,999.0
DIVINER_03897,53.2688,28.2907,373.2,106.6,266.6,0,999.0
DIVINER_03898,6.4474,-152.9663,383.7,93.0,290.7,0,999.0
DIVINER_03899,55.1465,159.6086,379.0,113.2,265.9,0,999.0
DIVINER_03900,-10.9917,-48.5699,385.3,113.0,272.2,0,999.0
DIVINER_03901,-19.3535,148.5303,391.7,101.4,290.3,0,999.0
DIVINER_03902,66.4097,100.9878,361.6,103.7,257.9,0,999.0
DIVINER_03903,-39.8129,91.9574,384.2,83.2,301.0,0,999.0
DIVINER_03904,55.074,38.419,364.9,94.7,270.1,0,999.0
DIVINER_03905,-2.5567,45.6422,397.0,87.5,309.5,0,999.0
DIVINER_03906,2.2553,49.6812,395.6,90.9,304.7,0,999.0
DIVINER_03907,-30.6451,46.3397,381.7,105.1,276.5,0,999.0
DIVINER_03908,11.6868,19.3422,385.0,107.6,277.5,0,999.0
DIVINER_03909,-27.9662,175.109,387.6,108.0,279.6,0,999.0
DIVINER_03910,-73.7169,83.6246,353.6,102.4,251.2,0,999.0
DIVINER_03911,-36.4802,99.7007,382.3,105.2,277.1,0,999.0
DIVINER_03912,-78.9794,134.0866,353.6,84.1,269.5,0,999.0
DIVINER_03913,76.5368,-102.3697,358.0,87.1,270.9,0,999.0
DIVINER_03914,74.5196,-149.8305,357.5,97.9,259.5,0,999.0
DIVINER_03915,-16.7752,-6.158,384.3,106.0,278.3,0,999.0
DIVINER_03916,36.5393,5.0691,390.7,95.5,295.1,0,999.0
DIVINER_03917,-24.671,118.5054,390.3,86.4,303.9,0,999.0
DIVINER_03918,27.3749,-20.2379,378.1,93.1,285.0,0,999.0
DIVINER_03919,48.8688,25.5071,371.9,90.7,281.3,0,999.0
DIVINER_03920,71.481,9.7455,367.0,82.8,284.2,0,999.0
DIVINER_03921,-15.966,-166.247,393.3,122.2,271.1,0,999.0
DIVINER_03922,45.3277,41.4774,371.2,112.3,258.9,0,999.0
DIVINER_03923,-37.4514,118.0956,385.2,80.2,305.0,0,999.0
DIVINER_03924,78.4532,-123.2998,359.3,80.8,278.6,0,999.0
DIVINER_03925,-75.8769,33.9594,350.1,91.9,258.1,0,999.0
DIVINER_03926,16.5646,33.6998,386.3,85.1,301.2,0,999.0
DIVINER_03927,25.521,-120.8934,385.4,123.8,261.6,0,999.0
DIVINER_03928,30.0873,-135.5531,384.9,92.0,292.9,0,999.0
DIVINER_03929,-60.738,172.8187,362.9,103.6,259.3,0,999.0
DIVINER_03930,70.1648,-38.2611,359.8,94.9,264.8,0,999.0
DIVINER_03931,-51.0107,-98.1282,372.1,88.3,283.7,0,999.0
DIVINER_03932,19.6405,-118.3232,385.0,110.5,274.5,0,999.0
DIVINER_03933,-44.3718,60.3366,376.0,106.5,269.4,0,999.0
DIVINER_03934,-30.8454,39.4003,383.7,99.4,284.3,0,999.0
DIVINER_03935,7.4334,51.6788,391.2,123.8,267.4,0,999.0
DIVINER_03936,-13.2491,-148.3178,397.8,102.4,295.5,0,999.0
DIVINER_03937,-54.3639,141.6725,377.7,95.4,282.2,0,999.0
DIVINER_03938,-52.6502,-39.8641,380.9,119.2,261.7,0,999.0
DIVINER_03939,-13.0968,-67.187,386.6,104.0,282.5,0,999.0
DIVINER_03940,41.1653,-13.5499,375.1,116.3,258.8,0,999.0
DIVINER_03941,63.6743,-39.5762,371.7,99.6,272.1,0,999.0
DIVINER_03942,-66.5396,130.8877,365.8,69.9,296.0,0,999.0
DIVINER_03943,-17.1034,154.534,391.9,84.4,307.5,0,999.0
DIVINER_03944,-63.9607,-70.7568,363.1,110.8,252.3,0,999.0
DIVINER_03945,-77.3452,131.0169,362.0,94.1,267.9,0,999.0
DIVINER_03946,25.875,101.3483,385.1,102.5,282.6,0,999.0
DIVINER_03947,16.3919,155.0908,386.1,111.3,274.7,0,999.0
DIVINER_03948,-53.9169,-91.5299,371.7,101.8,269.9,0,999.0
DIVINER_03949,-42.5899,27.7053,381.9,91.4,290.5,0,999.0
DIVINER_03950,-76.2068,-81.1639,363.4,99.9,263.5,0,999.0
DIVINER_03951,53.5916,116.674,371.9,101.1,270.8,0,999.0
DIVINER_03952,75.9505,-178.0833,361.4,95.9,265.5,0,999.0
DIVINER_03953,-58.3265,23.3349,372.7,86.2,286.6,0,999.0
DIVINER_03954,-42.964,-57.8868,383.0,96.4,286.5,0,999.0
DIVINER_03955,58.9455,-63.8339,375.6,99.1,276.5,0,999.0
DIVINER_03956,68.2342,52.1663,373.9,85.6,288.3,0,999.0
DIVINER_03957,-12.8596,126.5344,386.7,90.8,295.9,0,999.0
DIVINER_03958,-71.9004,39.3103,369.7,92.8,276.9,0,999.0
DIVINER_03959,-73.6973,127.1423,361.8,81.4,280.4,0,999.0
DIVINER_03960,11.832,-84.745,383.7,101.3,282.4,0,999.0
DIVINER_03961,-17.1368,7.0207,385.0,102.4,282.6,0,999.0
DIVINER_03962,-75.4156,-17.8068,362.4,94.6,267.8,0,999.0
DIVINER_03963,13.3204,-175.8078,392.5,86.3,306.2,0,999.0
DIVINER_03964,-78.1916,20.4524,353.1,104.1,249.0,0,999.0
DIVINER_03965,45.9795,58.1488,374.0,105.5,268.5,0,999.0
DIVINER_03966,-30.9707,33.0892,381.6,101.0,280.6,0,999.0
DIVINER_03967,-73.5587,85.0608,357.0,100.4,256.6,0,999.0
DIVINER_03968,14.1364,25.6822,379.4,105.9,273.4,0,999.0
DIVINER_03969,-16.3705,-155.9699,377.3,99.0,278.2,0,999.0
DIVINER_03970,75.8081,-138.0796,357.9,90.8,267.1,0,999.0
DIVINER_03971,7.0718,34.7308,391.0,99.3,291.7,0,999.0
DIVINER_03972,-35.9617,-81.0075,385.7,96.1,289.6,0,999.0
DIVINER_03973,33.5102,-151.3278,376.5,99.3,277.2,0,999.0
DIVINER_03974,-36.5613,-25.343,375.4,108.8,266.6,0,999.0
DIVINER_03975,64.6789,19.5561,364.5,88.0,276.5,0,999.0
DIVINER_03976,-20.0445,-61.6514,387.6,101.8,285.8,0,999.0
DIVINER_03977,7.979,79.3561,394.7,87.5,307.2,0,999.0
DIVINER_03978,-71.9083,51.7574,366.0,90.8,275.2,0,999.0
DIVINER_03979,-11.8206,-60.1854,387.3,115.7,271.6,0,999.0
DIVINER_03980,53.1782,91.7541,375.8,104.6,271.2,0,999.0
DIVINER_03981,48.9038,53.5302,372.1,101.6,270.5,0,999.0
DIVINER_03982,-44.109,49.4803,379.1,83.4,295.7,0,999.0
DIVINER_03983,-43.8273,19.234,378.5,97.6,280.9,0,999.0
DIVINER_03984,50.7688,-175.8997,382.3,79.3,303.0,0,999.0
