sample_id,latitude_deg,longitude_deg,m3_plagioclase_pct,m3_pyroxene_pct,m3_olivine_pct,ilmenite_tio2_pct,feo_iron_oxide_pct,thorium_ppm,m3_3um_h2o_band_depth,regolith_depth_m,isru_oxygen_potential_pct
PDS_M3_03791,-69.2425,-159.1962,73.9,17.3,8.8,0.65,4.03,1.45,0.017,4.4,44.0
PDS_M3_03792,15.1756,-129.3648,83.0,8.6,8.4,0.51,3.61,1.24,0.021,4.8,44.0
PDS_M3_03793,38.2187,77.9875,54.8,35.5,9.7,0.41,3.94,0.96,0.022,5.8,43.5
PDS_M3_03794,-74.809,-22.5786,72.5,16.7,10.8,0.49,4.25,1.63,0.013,4.1,43.0
PDS_M3_03795,25.3948,-34.7225,29.3,56.2,14.5,5.98,13.69,5.81,0.02,6.4,41.9
PDS_M3_03796,5.1667,-130.692,78.5,11.4,10.1,0.6,4.13,1.4,0.008,5.6,43.8
PDS_M3_03797,-63.4776,2.4372,70.9,21.3,7.8,0.51,4.49,0.74,0.012,6.2,43.1
PDS_M3_03798,-52.3962,-134.4437,62.3,29.2,8.5,0.68,3.85,1.22,0.025,6.3,43.0
PDS_M3_03799,10.8759,-8.4166,28.8,54.0,17.2,7.28,13.22,6.65,0.016,7.5,41.3
PDS_M3_03800,-32.5828,94.9015,64.7,26.1,9.2,0.62,4.0,0.62,0.016,6.6,42.8
PDS_M3_03801,70.1305,-87.0248,69.8,22.9,7.3,0.56,4.41,1.46,0.014,6.2,43.3
PDS_M3_03802,50.9984,-6.917,69.2,21.8,9.0,0.36,2.79,1.16,0.026,6.1,43.0
PDS_M3_03803,77.3708,177.1257,78.5,11.3,10.2,0.48,4.59,1.44,0.018,3.4,43.9
PDS_M3_03804,-38.4527,67.1942,78.9,12.0,9.1,0.5,4.63,1.01,0.024,6.0,43.9
PDS_M3_03805,75.1558,122.8884,64.4,27.9,7.7,0.43,4.62,1.25,0.011,6.5,43.4
PDS_M3_03806,-11.0026,-30.6549,29.3,52.9,17.8,1.79,17.86,6.2,0.009,5.7,41.8
PDS_M3_03807,-24.397,96.4299,70.1,19.2,10.7,0.22,3.63,1.16,0.01,7.8,43.9
PDS_M3_03808,-71.9441,-165.4167,59.5,30.9,9.6,0.35,3.51,1.25,0.019,4.0,43.3
PDS_M3_03809,-71.5576,-135.752,63.8,26.3,9.9,0.41,4.46,1.06,0.025,4.9,43.3
PDS_M3_03810,30.7218,-106.8946,82.0,7.9,10.1,0.36,4.73,0.75,0.019,5.0,44.0
PDS_M3_03811,-6.7314,-35.2973,23.3,55.8,20.0,1.42,15.91,3.92,0.02,5.8,41.7
PDS_M3_03812,-43.7565,124.4682,74.0,16.7,9.3,0.61,5.25,0.91,0.016,5.0,44.1
PDS_M3_03813,18.2352,-55.3442,20.0,49.5,20.0,6.86,19.68,3.66,0.007,4.3,42.2
PDS_M3_03814,-39.5427,55.6636,19.6,43.9,20.0,4.0,14.0,6.1,0.027,5.4,41.5
PDS_M3_03815,12.4211,75.3531,68.2,24.0,7.8,0.48,4.5,1.42,0.019,7.0,43.5
PDS_M3_03816,-22.5266,31.0256,28.0,47.6,20.0,7.62,18.5,3.05,0.018,6.7,41.8
PDS_M3_03817,51.7684,-51.3929,59.0,33.4,7.6,0.42,3.78,1.24,0.02,5.0,44.1
PDS_M3_03818,51.3114,27.7392,62.0,29.8,8.2,0.35,3.2,1.05,0.005,5.4,43.1
PDS_M3_03819,-3.6239,-56.7844,27.3,43.3,20.0,5.78,19.27,2.1,0.012,4.9,42.4
PDS_M3_03820,-23.8689,-149.8055,65.7,27.1,7.2,0.64,4.61,1.45,0.019,4.3,44.4
PDS_M3_03821,-21.9904,177.4094,68.2,23.0,8.8,0.44,4.8,1.03,0.014,6.3,43.5
PDS_M3_03822,48.9143,-134.2143,69.4,20.5,10.1,0.52,4.84,1.13,0.015,4.3,42.7
PDS_M3_03823,-27.4913,-153.9546,69.9,23.0,7.1,0.49,4.39,0.86,0.023,6.6,44.1
PDS_M3_03824,-46.5505,136.2711,74.9,17.6,7.5,0.44,4.62,1.19,0.016,8.0,43.4
PDS_M3_03825,-66.4499,-71.3395,61.4,28.7,9.9,0.44,2.93,0.48,0.029,6.3,42.9
PDS_M3_03826,-5.3291,54.1069,21.9,53.8,20.0,6.03,19.2,4.08,0.015,6.5,42.5
PDS_M3_03827,-2.8589,-61.5579,22.1,52.2,20.0,6.33,15.95,4.55,0.02,6.5,41.3
PDS_M3_03828,54.5454,-39.0765,73.9,18.2,7.9,0.55,4.68,1.07,0.018,5.2,44.2
PDS_M3_03829,-44.6018,-85.6393,59.5,30.3,10.2,0.49,3.84,0.86,0.012,6.2,43.0
PDS_M3_03830,-19.0414,-56.5042,22.3,51.3,20.0,5.32,15.87,4.76,0.009,6.2,41.0
PDS_M3_03831,49.3449,-32.1479,78.3,12.3,9.4,0.56,3.65,0.9,0.015,5.0,44.1
PDS_M3_03832,51.7798,79.3498,67.4,25.2,7.4,0.48,3.45,0.96,0.027,2.8,42.5
PDS_M3_03833,-18.4622,4.153,19.8,49.2,20.0,6.99,15.13,5.13,0.013,4.5,41.7
PDS_M3_03834,-6.5402,159.6835,72.7,17.2,10.1,0.56,5.98,0.91,0.018,4.7,42.9
PDS_M3_03835,-31.4743,-164.9231,61.8,30.3,7.9,0.47,5.19,0.85,0.013,6.4,43.0
PDS_M3_03836,69.2088,1.1046,79.0,13.6,7.4,0.41,2.62,0.74,0.016,4.0,44.0
PDS_M3_03837,-61.017,30.3209,71.0,19.6,9.4,0.52,2.66,1.44,0.022,8.0,43.7
PDS_M3_03838,69.3999,151.2709,71.1,19.7,9.2,0.44,3.56,1.03,0.016,7.8,43.6
PDS_M3_03839,29.4186,-162.3029,58.0,32.6,9.4,0.41,3.01,1.18,0.011,7.1,43.4
PDS_M3_03840,5.0515,26.4599,25.3,54.0,20.0,7.59,17.54,3.5,0.025,5.2,41.9
PDS_M3_03841,-74.7746,127.3068,71.0,20.0,9.0,0.48,3.56,0.57,0.011,3.3,43.4
PDS_M3_03842,-3.9046,-92.906,77.7,13.3,9.0,0.28,4.49,0.83,0.019,6.8,43.8
PDS_M3_03843,-14.7603,135.4652,66.1,23.2,10.7,0.5,3.8,1.59,0.006,4.9,43.0
PDS_M3_03844,-54.205,-173.1444,62.1,28.8,9.1,0.73,3.27,0.77,0.023,6.7,43.5
PDS_M3_03845,25.0255,83.6837,63.9,26.6,9.5,0.3,5.04,0.91,0.031,6.5,43.3
PDS_M3_03846,75.3841,155.9208,65.0,26.9,8.1,0.37,4.72,1.1,0.015,5.3,43.6
PDS_M3_03847,9.9502,56.5912,32.8,52.3,14.9,9.43,11.48,4.02,0.009,4.3,42.1
PDS_M3_03848,34.3605,-21.9495,23.3,46.5,20.0,3.72,12.29,4.56,0.02,6.0,42.0
PDS_M3_03849,-69.0479,-163.8428,76.0,14.8,9.2,0.64,4.39,0.85,0.016,3.9,43.9
PDS_M3_03850,-13.1733,151.241,66.8,24.7,8.5,0.42,3.83,0.77,0.028,6.1,42.5
PDS_M3_03851,-61.3826,-10.6934,65.6,25.0,9.4,0.46,5.73,1.92,0.011,6.4,42.7
PDS_M3_03852,18.0473,-169.5612,57.1,34.5,8.4,0.43,4.52,0.82,0.007,5.0,42.8
PDS_M3_03853,70.1571,68.3356,72.2,17.9,9.9,0.51,5.5,1.34,0.017,4.0,43.5
PDS_M3_03854,25.8844,-6.5386,28.8,58.8,12.4,5.63,17.68,2.93,0.018,7.8,42.5
PDS_M3_03855,-67.7115,-135.2357,64.2,27.2,8.6,0.48,1.79,0.64,0.01,5.2,43.4
PDS_M3_03856,-23.2534,-102.8621,67.3,22.4,10.3,0.39,2.95,1.07,0.021,5.6,43.6
PDS_M3_03857,8.1061,-156.7834,70.6,21.4,8.0,0.17,5.07,0.7,0.015,7.1,44.1
PDS_M3_03858,-15.4868,26.7457,26.6,59.6,13.8,3.09,18.11,1.2,0.013,5.1,42.5
PDS_M3_03859,53.383,43.9306,69.2,21.8,9.0,0.13,4.4,0.86,0.018,4.9,43.0
PDS_M3_03860,50.3474,2.0672,69.2,19.9,10.9,0.77,5.11,1.48,0.013,8.2,43.9
PDS_M3_03861,17.893,114.1568,69.1,23.6,7.3,0.54,4.34,0.64,0.011,4.9,43.5
PDS_M3_03862,-20.2467,129.9632,59.4,33.3,7.3,0.25,3.51,1.3,0.005,7.3,42.9
PDS_M3_03863,-39.1462,41.6248,21.9,47.3,20.0,9.95,17.78,3.83,0.011,6.0,41.6
PDS_M3_03864,-63.0601,-175.4077,63.2,28.8,8.0,0.34,4.29,1.03,0.03,6.0,43.0
PDS_M3_03865,-23.2164,70.2827,74.1,17.3,8.6,0.34,3.87,0.87,0.015,5.2,43.6
PDS_M3_03866,-13.8924,-29.5203,18.8,52.8,20.0,3.44,19.03,4.76,0.009,5.6,41.6
PDS_M3_03867,28.1317,23.6007,21.2,52.4,20.0,9.08,12.9,4.43,0.023,7.9,42.2
PDS_M3_03868,25.3056,53.669,20.9,43.8,20.0,3.07,18.48,4.8,0.015,6.8,42.5
PDS_M3_03869,-68.7827,-53.9148,67.2,23.8,9.0,0.57,3.05,1.02,0.017,4.2,43.2
PDS_M3_03870,-16.7585,150.1555,78.2,11.2,10.6,0.63,3.47,0.76,0.017,4.6,43.2
PDS_M3_03871,-50.9154,-131.769,67.1,22.0,10.9,0.26,3.63,1.36,0.024,6.3,43.6
PDS_M3_03872,-54.91,61.7443,63.3,27.8,8.9,0.49,2.71,1.1,0.007,6.6,43.6
PDS_M3_03873,52.3683,-178.4306,68.2,22.5,9.3,0.17,4.3,0.92,0.024,6.7,43.5
PDS_M3_03874,-73.2936,152.8744,78.5,11.5,10.0,0.49,4.39,0.8,0.019,5.7,43.1
PDS_M3_03875,-12.9307,-139.4985,65.0,26.7,8.3,0.77,3.76,1.38,0.015,4.8,43.0
PDS_M3_03876,-53.0874,-145.8417,60.9,31.2,7.9,0.18,3.11,1.52,0.01,4.8,43.2
PDS_M3_03877,60.6928,-60.1173,65.0,24.1,10.9,0.3,4.53,1.27,0.014,3.0,43.0
PDS_M3_03878,9.1265,-45.5161,24.3,55.4,20.0,5.17,14.83,4.51,0.015,7.8,41.5
PDS_M3_03879,-42.9791,-102.852,72.1,20.9,7.0,0.58,4.28,1.45,0.026,2.6,44.4
PDS_M3_03880,0.3884,30.6438,29.2,54.9,15.9,2.33,12.94,3.83,0.024,5.5,41.6
PDS_M3_03881,37.0378,-20.5509,24.7,56.0,19.3,4.66,17.79,3.97,0.013,3.7,42.3
PDS_M3_03882,73.2989,-167.6968,62.3,30.0,7.7,0.33,4.12,0.78,0.027,5.1,43.3
PDS_M3_03883,-44.7286,-64.9253,66.1,26.8,7.1,0.7,3.47,1.03,0.021,6.5,43.6
PDS_M3_03884,61.7891,111.7558,72.1,19.7,8.2,0.52,4.14,0.87,0.018,3.1,44.0
PDS_M3_03885,69.4887,68.2926,60.4,28.9,10.7,0.64,3.89,1.12,0.013,6.2,42.8
PDS_M3_03886,66.6273,80.9535,64.4,24.9,10.7,0.51,4.14,1.62,0.012,6.8,43.1
PDS_M3_03887,21.6663,71.3221,64.4,27.4,8.2,0.55,4.91,1.03,0.018,5.3,43.4
PDS_M3_03888,20.7713,-68.0497,22.0,47.5,20.0,3.48,19.0,4.65,0.017,9.1,41.0
PDS_M3_03889,-15.4863,-144.121,71.2,20.0,8.8,0.62,4.34,0.4,0.013,3.1,44.2
PDS_M3_03890,40.3837,-81.9118,73.4,17.0,9.6,0.45,3.2,1.23,0.022,3.7,43.6
PDS_M3_03891,5.007,119.4427,76.0,15.7,8.3,0.32,3.47,1.4,0.016,5.4,43.3
PDS_M3_03892,28.3901,172.9695,66.2,24.7,9.1,0.44,5.46,1.14,0.018,5.5,43.8
PDS_M3_03893,-11.4467,-2.2151,33.4,49.5,17.1,5.14,19.19,3.38,0.021,5.9,42.2
PDS_M3_03894,37.0394,-176.5079,60.9,31.9,7.2,0.36,4.33,0.74,0.02,6.9,42.8
PDS_M3_03895,51.9154,-129.5839,57.0,35.4,7.6,0.7,2.87,0.93,0.005,4.3,43.4
PDS_M3_03896,-56.5702,-64.051,65.2,26.6,8.2,0.54,4.01,0.74,0.02,4.2,42.4
PDS_M3_03897,53.2688,28.2907,65.7,23.4,10.9,0.54,2.54,1.57,0.015,5.0,43.5
PDS_M3_03898,6.4474,-152.9663,72.7,16.4,10.9,0.61,4.23,1.24,0.012,7.0,44.1
PDS_M3_03899,55.1465,159.6086,68.1,21.6,10.3,0.54,3.2,1.53,0.015,6.8,43.1
PDS_M3_03900,-10.9917,-48.5699,34.7,43.1,20.0,6.09,16.29,5.04,0.013,5.7,41.7
PDS_M3_03901,-19.3535,148.5303,67.3,23.9,8.8,0.14,4.33,0.87,0.016,5.2,43.5
PDS_M3_03902,66.4097,100.9878,61.8,29.4,8.8,0.3,3.23,0.89,0.015,5.6,42.9
PDS_M3_03903,-39.8129,91.9574,74.2,17.3,8.5,0.34,4.51,0.96,0.019,6.2,44.5
PDS_M3_03904,55.074,38.419,63.3,29.5,7.2,0.24,5.87,0.95,0.006,5.9,43.0
PDS_M3_03905,-2.5567,45.6422,18.2,48.9,20.0,1.96,16.59,3.44,0.016,4.1,41.6
PDS_M3_03906,2.2553,49.6812,34.8,55.5,9.7,3.26,21.19,3.03,0.015,4.0,42.4
PDS_M3_03907,-30.6451,46.3397,30.6,48.8,20.0,1.0,16.95,5.35,0.029,5.5,41.3
PDS_M3_03908,11.6868,19.3422,28.9,40.2,20.0,2.81,16.36,3.21,0.003,6.7,42.0
PDS_M3_03909,-27.9662,175.109,73.1,18.5,8.4,0.37,3.74,1.19,0.021,4.5,44.0
PDS_M3_03910,-73.7169,83.6246,63.6,26.8,9.6,0.52,3.98,1.01,0.018,6.3,43.2
PDS_M3_03911,-36.4802,99.7007,65.8,26.3,7.9,0.18,4.68,1.52,0.02,3.7,42.8
PDS_M3_03912,-78.9794,134.0866,69.1,22.8,8.1,0.47,4.01,1.37,0.012,5.9,43.2
PDS_M3_03913,76.5368,-102.3697,71.5,20.2,8.3,0.46,2.91,1.14,0.017,4.9,42.7
PDS_M3_03914,74.5196,-149.8305,70.7,19.1,10.2,0.31,5.42,0.47,0.016,3.3,43.4
PDS_M3_03915,-16.7752,-6.158,21.7,44.8,20.0,5.09,15.27,4.51,0.036,5.1,42.2
PDS_M3_03916,36.5393,5.0691,21.0,43.0,20.0,7.32,15.1,2.63,0.013,4.3,41.5
PDS_M3_03917,-24.671,118.5054,70.5,21.7,7.8,0.31,4.3,1.22,0.01,5.5,43.7
PDS_M3_03918,27.3749,-20.2379,15.0,46.6,20.0,7.72,15.12,5.01,0.027,6.3,40.9
PDS_M3_03919,48.8688,25.5071,78.8,13.3,7.9,0.61,4.54,1.18,0.017,6.3,44.5
PDS_M3_03920,71.481,9.7455,71.5,18.9,9.6,0.53,4.31,0.43,0.018,3.4,44.0
PDS_M3_03921,-15.966,-166.247,62.5,28.4,9.1,0.38,5.12,0.68,0.022,6.5,43.0
PDS_M3_03922,45.3277,41.4774,65.1,25.0,9.9,0.35,4.59,0.84,0.015,6.3,42.7
PDS_M3_03923,-37.4514,118.0956,68.3,23.8,7.9,0.39,3.25,0.94,0.012,5.3,43.2
PDS_M3_03924,78.4532,-123.2998,75.8,17.2,7.0,0.42,2.12,1.22,0.016,4.3,43.8
PDS_M3_03925,-75.8769,33.9594,76.5,13.8,9.7,0.32,4.32,0.6,0.01,5.3,44.1
PDS_M3_03926,16.5646,33.6998,18.0,52.2,20.0,6.01,14.79,4.61,0.006,7.7,40.8
PDS_M3_03927,25.521,-120.8934,62.4,29.6,8.0,0.42,3.2,0.92,0.01,6.5,43.7
PDS_M3_03928,30.0873,-135.5531,61.6,30.2,8.2,0.56,3.36,1.31,0.002,7.0,43.3
PDS_M3_03929,-60.738,172.8187,69.5,20.5,10.0,0.24,4.48,1.04,0.013,4.6,43.0
PDS_M3_03930,70.1648,-38.2611,81.8,8.7,9.5,0.35,4.59,0.81,0.012,5.2,42.8
PDS_M3_03931,-51.0107,-98.1282,71.2,21.1,7.7,0.58,5.1,0.78,0.019,4.2,43.5
PDS_M3_03932,19.6405,-118.3232,58.4,32.2,9.4,0.58,5.51,0.93,0.016,5.0,43.1
PDS_M3_03933,-44.3718,60.3366,63.6,26.6,9.8,0.27,4.39,0.61,0.014,7.4,43.0
PDS_M3_03934,-30.8454,39.4003,27.1,45.1,20.0,5.93,14.03,3.83,0.022,5.3,42.3
PDS_M3_03935,7.4334,51.6788,25.1,43.0,20.0,4.92,16.37,3.87,0.012,5.0,42.7
PDS_M3_03936,-13.2491,-148.3178,65.7,24.6,9.7,0.34,3.77,0.83,0.008,6.1,43.1
PDS_M3_03937,-54.3639,141.6725,70.2,20.4,9.4,0.5,5.02,0.78,0.002,5.1,43.2
PDS_M3_03938,-52.6502,-39.8641,72.1,20.6,7.3,0.21,3.8,0.74,0.015,5.9,44.2
PDS_M3_03939,-13.0968,-67.187,19.9,50.0,20.0,6.64,13.71,4.54,0.015,5.1,41.6
PDS_M3_03940,41.1653,-13.5499,71.1,19.9,9.0,0.54,2.98,0.6,0.023,6.0,43.8
PDS_M3_03941,63.6743,-39.5762,56.3,33.7,10.0,0.45,4.43,1.05,0.01,5.3,42.7
PDS_M3_03942,-66.5396,130.8877,61.7,30.5,7.8,0.46,3.6,1.27,0.02,4.5,43.6
PDS_M3_03943,-17.1034,154.534,67.1,24.9,8.0,0.42,4.62,0.92,0.002,7.1,42.9
PDS_M3_03944,-63.9607,-70.7568,68.9,21.9,9.2,0.53,3.99,0.8,0.007,8.0,43.5
PDS_M3_03945,-77.3452,131.0169,73.2,17.9,8.9,0.54,4.84,1.35,0.017,6.4,43.7
PDS_M3_03946,25.875,101.3483,68.3,23.2,8.5,0.57,3.85,0.76,0.019,4.0,43.3
PDS_M3_03947,16.3919,155.0908,68.3,21.7,10.0,0.47,4.18,1.02,0.005,5.5,43.1
PDS_M3_03948,-53.9169,-91.5299,69.4,21.3,9.3,0.39,4.85,1.13,0.01,6.1,44.1
PDS_M3_03949,-42.5899,27.7053,66.5,23.7,9.8,0.37,4.12,0.92,0.015,3.8,43.7
PDS_M3_03950,-76.2068,-81.1639,68.5,23.9,7.6,0.29,4.25,0.74,0.014,5.2,43.1
PDS_M3_03951,53.5916,116.674,74.8,15.3,9.9,0.39,4.81,0.93,0.018,4.1,42.9
PDS_M3_03952,75.9505,-178.0833,67.5,23.7,8.8,0.36,4.14,1.2,0.02,4.6,44.0
PDS_M3_03953,-58.3265,23.3349,67.8,25.1,7.1,0.69,2.93,0.88,0.007,6.2,43.0
PDS_M3_03954,-42.964,-57.8868,67.8,24.3,7.9,0.29,3.74,1.24,0.018,5.7,43.4
PDS_M3_03955,58.9455,-63.8339,75.8,17.1,7.1,0.61,2.66,1.02,0.011,4.5,43.7
PDS_M3_03956,68.2342,52.1663,61.4,29.8,8.8,0.41,4.0,0.92,0.017,5.7,43.3
PDS_M3_03957,-12.8596,126.5344,78.7,13.0,8.3,0.42,4.58,0.88,0.012,5.4,43.1
PDS_M3_03958,-71.9004,39.3103,60.9,28.2,10.9,0.51,4.3,1.17,0.021,6.9,43.0
PDS_M3_03959,-73.6973,127.1423,64.1,25.4,10.5,0.24,5.32,1.44,0.019,3.3,43.2
PDS_M3_03960,11.832,-84.745,72.5,17.2,10.3,0.33,5.23,1.14,0.009,4.9,43.5
PDS_M3_03961,-17.1368,7.0207,28.5,53.0,18.5,8.24,15.42,5.02,0.005,7.6,42.3
PDS_M3_03962,-75.4156,-17.8068,59.6,30.2,10.2,0.39,2.29,1.43,0.022,4.4,43.2
PDS_M3_03963,13.3204,-175.8078,61.4,30.5,8.1,0.31,4.74,0.83,0.011,4.5,43.3
PDS_M3_03964,-78.1916,20.4524,69.7,21.1,9.2,0.65,3.58,1.62,0.011,5.2,43.2
PDS_M3_03965,45.9795,58.1488,82.1,9.3,8.6,0.36,4.9,1.05,0.019,7.3,44.6
PDS_M3_03966,-30.9707,33.0892,36.2,50.4,13.4,5.8,14.95,4.23,0.009,6.3,42.2
PDS_M3_03967,-73.5587,85.0608,66.5,26.2,7.3,0.4,4.72,1.27,0.016,4.5,43.5
PDS_M3_03968,14.1364,25.6822,26.3,51.6,20.0,4.31,16.84,3.54,0.015,5.7,42.0
PDS_M3_03969,-16.3705,-155.9699,68.5,24.1,7.4,0.69,6.11,1.23,0.015,5.4,43.6
PDS_M3_03970,75.8081,-138.0796,70.2,19.9,9.9,0.42,4.62,1.13,0.022,6.3,43.9
PDS_M3_03971,7.0718,34.7308,20.6,51.8,20.0,4.15,14.17,4.1,0.018,5.7,41.4
PDS_M3_03972,-35.9617,-81.0075,62.9,29.5,7.6,0.45,5.06,1.08,0.021,6.0,43.5
PDS_M3_03973,33.5102,-151.3278,69.0,22.1,8.9,0.51,3.86,1.25,0.014,5.4,43.7
PDS_M3_03974,-36.5613,-25.343,15.0,46.6,20.0,3.72,15.61,3.87,0.011,7.4,41.6
PDS_M3_03975,64.6789,19.5561,79.2,12.7,8.1,0.41,5.43,1.48,0.021,5.7,43.9
PDS_M3_03976,-20.0445,-61.6514,18.1,50.8,20.0,5.64,12.92,5.75,0.012,5.0,41.2
PDS_M3_03977,7.979,79.3561,71.9,17.5,10.6,0.46,3.18,1.03,0.016,7.1,43.4
PDS_M3_03978,-71.9083,51.7574,68.5,24.1,7.4,0.43,3.83,1.16,0.018,6.5,42.6
PDS_M3_03979,-11.8206,-60.1854,25.0,51.9,20.0,5.95,17.09,6.29,0.01,4.7,41.8
PDS_M3_03980,53.1782,91.7541,67.9,21.2,10.9,0.5,5.8,1.21,0.01,2.0,43.4
PDS_M3_03981,48.9038,53.5302,77.8,11.4,10.8,0.44,4.25,1.21,0.013,6.4,43.2
PDS_M3_03982,-44.109,49.4803,73.2,18.1,8.7,0.44,3.98,0.73,0.019,5.3,43.7
PDS_M3_03983,-43.8273,19.234,69.2,23.6,7.2,0.29,3.26,1.33,0.017,5.9,43.9
PDS_M3_03984,50.7688,-175.8997,73.5,17.0,9.5,0.55,3.27,1.77,0.007,7.2,43.7
PDS_M3_03985,68.8637,70.7426,71.3,20.5,8.2,0.31,4.39,1.26,0.027,4.7,43.5
PDS_M3_03986,-64.7423,-44.625,70.4,18.9,10.7,0.69,4.76,0.49,0.017,4.5,43.3
PDS_M3_03987,-7.9906,159.3395,73.9,15.9,10.2,0.27,3.01,0.97,0.012,4.1,43.7
PDS_M3_03988,-26.0073,114.4745,71.1,19.3,9.6,0.56,4.86,0.72,0.014,8.4,43.1
PDS_M3_03989,59.3102,31.57,73.2,18.7,8.1,0.16,5.3,1.01,0.014,7.2,42.6
PDS_M3_03990,-66.636,-89.2145,69.0,21.2,9.8,0.11,4.7,1.31,0.013,6.6,44.0
PDS_M3_03991,-46.2198,-106.6617,66.5,25.3,8.2,0.37,5.52,0.88,0.022,3.5,43.7
PDS_M3_03992,40.3949,-57.4615,64.7,28.1,7.2,0.11,4.48,1.67,0.029,4.1,42.8
PDS_M3_03993,-71.793,-8.4355,64.0,27.0,9.0,0.56,4.49,0.4,0.012,6.6,42.7
PDS_M3_03994,-1.1943,-73.4164,30.1,53.5,16.4,5.26,16.0,1.98,0.012,6.3,42.1
PDS_M3_03995,-9.2629,5.3746,28.0,50.5,20.0,4.52,15.33,3.2,0.014,5.5,42.0
PDS_M3_03996,-26.4958,-120.4666,62.4,27.1,10.5,0.42,4.63,0.73,0.007,4.2,43.5
PDS_M3_03997,-16.8684,171.9766,65.0,26.6,8.4,0.49,3.78,0.77,0.018,7.1,43.1
PDS_M3_03998,4.7905,-141.1472,77.4,13.8,8.8,0.41,4.54,1.33,0.016,8.0,44.2
PDS_M3_03999,-54.1812,155.4999,67.1,24.0,8.9,0.32,4.55,1.68,0.016,6.3,43.3
PDS_M3_04000,11.5193,148.8881,69.5,22.2,8.3,0.39,4.03,1.71,0.004,4.9,43.9
PDS_M3_04001,48.8692,9.1298,69.6,20.4,10.0,0.27,5.02,1.0,0.002,7.6,43.4
PDS_M3_04002,41.6257,80.9677,77.5,13.4,9.1,0.51,4.27,1.51,0.013,6.0,43.4
PDS_M3_04003,-55.376,-23.0226,64.5,24.8,10.7,0.4,4.76,1.08,0.019,7.8,43.1
PDS_M3_04004,-56.1201,46.8124,66.7,23.7,9.6,0.43,4.61,1.38,0.004,5.4,43.6
PDS_M3_04005,-37.0921,-57.3927,32.2,50.0,17.8,5.58,14.11,7.32,0.02,8.3,42.3
PDS_M3_04006,-22.228,-71.5828,25.5,57.4,17.1,3.11,17.85,5.33,0.013,5.3,41.9
PDS_M3_04007,-14.6471,28.1627,24.5,50.2,20.0,5.46,17.22,5.28,0.01,5.0,41.4
PDS_M3_04008,28.7516,-0.6733,25.9,50.0,20.0,4.15,17.82,4.1,0.015,6.8,41.9
PDS_M3_04009,-70.9311,28.6331,75.4,16.0,8.6,0.62,5.47,0.97,0.007,5.7,43.4
PDS_M3_04010,-74.4524,-76.8022,69.1,23.2,7.7,0.49,4.16,1.38,0.002,6.3,43.1
PDS_M3_04011,-17.2943,-47.8952,19.8,43.3,20.0,4.52,17.07,3.9,0.022,4.6,42.1
PDS_M3_04012,31.5462,-149.7967,75.1,17.3,7.6,0.79,4.9,1.75,0.015,4.6,43.3
PDS_M3_04013,-49.0503,-161.1805,70.9,19.5,9.6,0.32,3.91,0.65,0.011,5.3,43.2
PDS_M3_04014,22.6407,-88.7554,63.6,29.3,7.1,0.42,3.87,1.05,0.012,6.2,43.4
PDS_M3_04015,-38.4275,-153.2711,74.0,17.4,8.6,0.59,5.04,0.67,0.01,4.9,43.2
PDS_M3_04016,61.7738,-142.6411,66.7,25.1,8.2,0.33,4.65,0.62,0.013,7.1,43.1
PDS_M3_04017,63.3104,112.6542,66.0,25.5,8.5,0.56,3.75,1.07,0.014,5.7,44.1
PDS_M3_04018,-32.434,-166.0055,73.4,17.6,9.0,0.38,3.87,0.96,0.019,7.8,43.5
PDS_M3_04019,-43.201,57.2194,67.5,23.1,9.4,0.6,4.27,0.8,0.011,4.5,43.6
PDS_M3_04020,-14.1914,-81.8792,70.3,20.4,9.3,0.6,4.46,1.35,0.009,6.2,44.5
PDS_M3_04021,-41.5149,133.7564,72.0,18.5,9.5,0.44,5.2,1.49,0.012,6.4,43.6
PDS_M3_04022,27.5814,-5.4028,28.4,46.2,20.0,2.02,17.98,4.21,0.03,6.1,42.2
PDS_M3_04023,52.1703,-69.9925,70.3,19.2,10.5,0.39,3.41,0.54,0.016,5.7,43.6
PDS_M3_04024,27.6947,6.35,25.4,50.1,20.0,7.49,16.32,3.56,0.017,6.8,41.8
PDS_M3_04025,51.8961,-42.4951,62.3,30.4,7.3,0.58,4.45,1.2,0.013,4.3,43.2
PDS_M3_04026,-16.4813,23.1484,20.1,43.4,20.0,7.94,13.86,4.85,0.025,6.1,41.6
PDS_M3_04027,-54.9893,-138.7682,63.0,26.2,10.8,0.53,3.52,1.2,0.02,4.6,42.8
PDS_M3_04028,38.0722,178.9166,74.1,16.1,9.8,0.5,5.04,0.95,0.009,5.1,43.9
PDS_M3_04029,-22.3241,-26.7999,27.7,52.3,20.0,6.82,18.77,2.01,0.016,6.1,41.2
PDS_M3_04030,27.4033,-54.637,25.7,48.4,20.0,4.6,20.06,3.37,0.013,6.9,41.9
PDS_M3_04031,-36.697,75.6755,81.3,8.7,10.0,0.47,2.96,1.35,0.017,4.2,43.7
PDS_M3_04032,-67.0033,-48.9962,74.6,14.9,10.5,0.45,4.9,1.49,0.021,7.8,43.2
PDS_M3_04033,78.8131,119.9787,72.2,18.1,9.7,0.38,3.99,1.06,0.008,7.0,43.8
PDS_M3_04034,-55.0078,-16.4625,71.9,18.6,9.5,0.6,4.8,1.4,0.017,5.9,43.1
